screen_size,rear_camera_mp,front_camera_mp,ram,battery,weight,normalized_used_price
10.16,3.15,0.3,0.25,1625.0,90.0,4.000583182
10.16,3.15,0.3,4.0,1625.0,110.0,3.486151088
12.7,8.0,2.0,4.0,2000.0,200.0,4.443944537
10.29,5.0,0.3,4.0,1625.0,114.5,3.344274234
10.29,8.0,2.0,4.0,3100.0,200.0,4.595422835
10.29,8.0,2.0,4.0,3100.0,187.1,4.344065128
10.16,5.0,1.3,4.0,2500.0,168.5,4.528613063
12.83,13.0,8.0,4.0,3020.0,163.0,4.3447141
12.7,8.0,5.0,4.0,2620.0,148.0,4.307303088
12.83,13.0,8.0,4.0,3000.0,153.2,4.540204907
12.7,8.0,5.0,4.0,2500.0,142.0,4.264790325
12.7,13.0,5.0,4.0,2900.0,133.0,4.377265318
12.7,13.0,8.0,4.0,2500.0,128.0,4.3031187
12.83,8.0,5.0,4.0,2560.0,135.0,4.26969745
12.7,8.0,2.0,4.0,2200.0,152.0,4.205885937
12.7,8.0,3.0,4.0,2500.0,160.0,4.166199999
12.7,10.0,2.0,4.0,4000.0,174.0,3.926517452
10.16,5.0,0.3,4.0,1950.0,136.0,3.84865713
12.7,8.0,2.0,4.0,3000.0,160.0,4.116758157
12.7,8.0,5.0,4.0,2100.0,134.0,4.171614198
10.34,13.0,3.0,4.0,2000.0,116.0,3.966321779
10.29,8.0,2.0,4.0,2100.0,138.0,4.008060194
10.29,5.0,0.3,4.0,1800.0,136.0,3.613077741
10.16,5.0,0.3,4.0,1700.0,136.0,3.690627925
12.83,8.0,2.0,4.0,2000.0,177.0,3.863672744
10.34,8.0,0.3,4.0,2000.0,112.0,4.004237489
10.34,8.0,3.0,4.0,2000.0,114.0,4.38688979
10.16,3.15,0.3,0.25,1500.0,133.0,2.889816048
7.75,2.0,0.3,0.25,1400.0,115.4,2.842581094
7.75,2.0,0.3,0.25,1400.0,115.4,2.735665368
10.16,2.0,0.3,4.0,1400.0,113.0,2.978077338
12.7,3.15,1.3,4.0,2000.0,175.0,3.922369297
12.7,5.0,0.3,4.0,2000.0,143.5,3.839667343
12.7,5.0,0.3,4.0,2000.0,127.0,3.853546076
12.7,8.0,2.0,4.0,2000.0,140.0,4.333623895
10.16,3.15,0.3,4.0,1500.0,124.0,3.381334753
10.16,3.15,0.3,0.25,1500.0,124.0,3.124125488
10.16,5.0,0.3,4.0,1400.0,127.0,3.635478677
12.7,3.15,1.3,4.0,2000.0,175.0,3.938275377
12.83,13.0,8.0,4.0,4000.0,168.0,4.786908239
12.83,16.0,8.0,4.0,4070.0,175.0,4.896570338
12.83,16.0,8.0,4.0,3000.0,153.0,4.52113619
12.83,16.0,8.0,4.0,4070.0,175.0,4.980725764
12.88,21.0,8.0,4.0,3100.0,185.0,4.595220855
12.83,21.0,8.0,4.0,3000.0,153.0,4.742232836
12.83,16.0,8.0,4.0,3000.0,153.0,4.255896358
16.08,21.0,4.0,4.0,3400.0,204.0,4.746409298
12.83,13.0,5.0,4.0,3000.0,169.0,4.389622711
15.8,8.0,8.0,4.0,3300.0,161.0,4.429983118
17.65,13.0,5.0,4.0,5180.0,195.0,4.774237627
15.29,13.0,8.0,4.0,3500.0,170.0,4.543720224
15.32,13.0,16.0,4.0,3300.0,172.0,4.825269107
16.23,13.0,8.0,4.0,3350.0,210.0,5.174226981
16.23,13.0,8.0,4.0,3350.0,210.0,4.685551298
15.29,13.0,8.0,4.0,3500.0,170.0,4.455044727
15.21,13.0,8.0,4.0,4050.0,165.0,4.341074423
15.29,13.0,8.0,4.0,3300.0,165.0,4.643910014
15.24,13.0,8.0,4.0,3760.0,176.0,4.610356713
13.84,13.0,8.0,4.0,4000.0,160.0,4.417755682
12.88,13.0,8.0,4.0,3000.0,160.0,4.389126372
12.88,13.0,8.0,4.0,3000.0,155.0,4.32227663
12.88,13.0,16.0,4.0,3000.0,155.0,4.848978738
12.88,6.5,8.0,4.0,3000.0,153.8,4.286066244
17.78,2.0,2.0,4.0,3500.0,254.0,4.044278585
17.78,5.0,2.0,4.0,3500.0,260.0,3.993234261
12.75,6.5,8.0,4.0,4000.0,165.0,4.270396506
12.75,13.0,8.0,4.0,4000.0,165.0,4.413646418
12.83,6.5,13.0,4.0,4000.0,180.0,4.482889551
25.43,8.0,5.0,4.0,7000.0,475.0,4.990296523
25.43,5.0,2.0,4.0,7000.0,500.0,4.755312844
20.32,8.0,5.0,4.0,4850.0,300.0,4.71545854
20.32,5.0,2.0,4.0,4850.0,310.0,4.561218298
20.32,8.0,5.0,4.0,4250.0,329.0,4.712857991
12.83,13.0,8.0,4.0,3100.0,160.0,5.023748933
12.7,8.0,2.0,4.0,2300.0,142.0,4.26941769
12.7,8.0,2.0,4.0,2300.0,142.0,3.715521385
10.29,5.0,2.0,4.0,2000.0,144.0,3.674019591
10.29,5.0,2.0,4.0,2000.0,146.0,3.544142658
12.83,13.0,5.0,4.0,5100.0,177.0,4.670770643
12.83,16.0,8.0,4.0,4000.0,169.0,4.856706812
12.7,13.0,8.0,4.0,4000.0,145.0,4.305550476
12.7,13.0,8.0,4.0,3000.0,140.0,4.671519567
25.43,13.0,5.0,4.0,9300.0,637.0,4.91353685
10.16,5.0,0.3,4.0,1700.0,132.0,3.658420247
12.7,8.0,5.0,4.0,3500.0,155.6,4.138520925
12.7,8.0,5.0,4.0,2750.0,139.0,3.97724879
15.34,13.0,8.0,4.0,4050.0,218.0,4.659753064
15.34,13.0,5.0,4.0,4050.0,225.0,4.44839941
15.34,16.0,8.0,4.0,4050.0,259.0,4.753676394
12.7,13.0,8.0,4.0,3500.0,149.0,4.458177162
12.7,5.0,2.0,4.0,2300.0,166.0,4.073120926
12.75,13.0,8.0,4.0,3100.0,145.0,4.84103251
25.43,8.0,5.0,4.0,7000.0,509.0,4.886054204
20.32,5.0,2.0,4.0,4290.0,329.0,4.431768727
17.78,2.0,0.3,4.0,3450.0,260.0,4.142975984
12.7,13.0,5.0,4.0,2750.0,142.0,4.171614198
12.7,13.0,5.0,4.0,2750.0,142.0,4.216562195
12.83,13.0,5.0,4.0,2900.0,150.0,4.124712099
12.83,13.0,5.0,4.0,4900.0,189.0,4.327438444
12.83,13.0,8.0,4.0,3500.0,165.0,4.590969837
12.7,13.0,5.0,4.0,2750.0,142.0,4.09700768
12.7,13.0,8.0,4.0,2700.0,129.0,4.463145686
12.83,13.0,5.0,4.0,3300.0,158.0,4.509649984
12.83,13.0,5.0,4.0,3300.0,153.0,4.179145164
12.83,21.0,8.0,4.0,3500.0,175.0,4.823984379
12.7,8.0,2.0,4.0,2300.0,140.0,3.908617212
25.43,13.0,5.0,4.0,3150.0,666.8,5.439990525
20.32,8.0,5.0,4.0,6200.0,467.2,4.716801002
10.16,5.0,0.3,4.0,2000.0,132.0,3.729781445
17.73,13.0,5.0,4.0,4250.0,250.0,4.588634217
15.44,13.0,5.0,4.0,3500.0,229.0,4.303524407
12.83,13.0,5.0,4.0,5000.0,189.0,4.820039601
12.7,13.0,5.0,4.0,2300.0,128.0,4.513602992
12.7,8.0,2.0,4.0,2300.0,128.0,4.156379953
12.7,8.0,5.0,4.0,4000.0,148.0,4.243051882
12.7,13.0,5.0,4.0,2420.0,132.0,4.759177998
12.83,13.0,8.0,4.0,4100.0,175.0,4.511189123
10.29,5.0,2.0,4.0,2000.0,137.0,3.643097261
12.83,5.0,0.3,4.0,2250.0,174.0,3.780546643
12.7,5.0,2.0,4.0,2300.0,157.0,3.784416881
12.83,13.0,5.0,4.0,4000.0,158.0,4.821651594
12.7,13.0,5.0,4.0,2150.0,128.0,4.778030459
12.7,8.0,2.0,4.0,2300.0,128.0,3.883211924
10.16,2.0,5.0,4.0,1500.0,117.0,3.461037382
12.83,13.0,5.0,4.0,3000.0,150.0,4.44828243
12.7,16.0,8.0,4.0,3000.0,145.0,4.49635928
12.83,13.0,5.0,4.0,2900.0,140.0,4.546163005
12.83,8.0,5.0,4.0,2900.0,140.0,4.166665224
12.7,8.0,2.0,4.0,4000.0,160.0,4.239742765
25.43,8.0,5.0,4.0,7000.0,509.0,4.685920336
20.32,5.0,2.0,4.0,4290.0,360.0,4.510859507
12.7,13.0,5.0,4.0,4000.0,149.0,4.424846632
17.78,2.0,0.3,4.0,3450.0,269.0,4.128423876
17.78,2.0,0.3,4.0,3450.0,269.0,3.967079211
17.78,0.3,5.0,4.0,3450.0,269.0,4.263383855
12.7,8.0,2.0,4.0,2300.0,128.0,4.138520925
12.83,13.0,5.0,4.0,4000.0,156.0,4.433907257
12.78,13.0,13.0,4.0,2410.0,140.0,4.382401564
12.7,8.0,2.0,4.0,2300.0,128.0,3.671224519
15.24,13.0,5.0,4.0,3300.0,170.0,4.495801649
12.83,13.0,2.0,4.0,2500.0,173.0,4.385395952
12.83,8.0,1.6,4.0,2500.0,175.0,4.319086835
10.16,5.0,2.0,4.0,1500.0,130.0,3.515418526
12.7,13.0,8.0,4.0,2300.0,129.0,4.43627805
12.7,8.0,2.0,4.0,2150.0,129.0,4.182050143
12.7,8.0,2.0,4.0,2000.0,170.0,4.11887456
25.43,8.0,1.6,4.0,9600.0,619.0,5.224617004
20.32,8.0,1.6,4.0,6400.0,419.0,4.482324356
20.32,8.0,1.6,4.0,4290.0,299.0,4.532169293
12.7,13.0,5.0,4.0,2300.0,120.0,4.40903364
12.83,13.0,8.0,4.0,3000.0,158.0,4.712588583
12.83,5.0,0.3,4.0,2500.0,161.0,4.130033405
15.24,16.0,5.0,4.0,4000.0,179.0,4.977216385
12.7,13.0,5.0,4.0,2500.0,180.0,4.572853585
12.78,13.0,5.0,4.0,2000.0,146.0,4.122770036
15.24,8.0,1.6,4.0,3000.0,171.5,3.954507617
15.24,8.0,0.3,4.0,2500.0,192.0,4.241614481
12.7,5.0,0.3,4.0,2000.0,165.0,3.90479696
10.16,2.0,1.8,4.0,1300.0,121.0,3.263466708
10.29,5.0,0.3,4.0,2000.0,145.0,3.401863826
25.43,5.0,2.0,4.0,6340.0,550.0,4.614328124
20.32,5.0,2.0,4.0,4200.0,360.0,4.626050664
17.78,5.0,2.0,4.0,3450.0,320.0,4.235120483
17.78,2.0,0.3,4.0,3500.0,327.0,4.132603274
25.43,8.0,1.6,4.0,9000.0,615.0,4.824466346
12.78,8.0,1.6,4.0,4000.0,190.0,4.207822046
12.7,13.0,5.0,4.0,2000.0,140.0,4.043752776
10.34,8.0,0.3,4.0,3000.0,151.0,4.086144366
15.24,5.0,0.3,4.0,2500.0,196.0,3.801091445
12.7,8.0,1.6,4.0,2250.0,163.3,4.271095074
15.24,8.0,1.6,4.0,3000.0,170.0,4.095843438
10.34,8.0,0.3,4.0,2000.0,126.0,4.263806003
12.83,13.0,5.0,4.0,3000.0,145.2,5.085495364
25.43,5.0,1.6,4.0,9000.0,605.0,4.931375613
20.32,5.0,1.6,4.0,6000.0,401.0,4.586496921
10.29,3.15,1.0,4.0,2500.0,159.0,3.54731589
12.7,13.0,5.0,4.0,2000.0,121.0,4.457365991
17.78,5.0,1.6,4.0,3450.0,244.9,4.290596418
12.83,5.0,0.3,4.0,2250.0,184.0,4.292101927
10.29,5.0,0.3,4.0,2000.0,130.0,3.94854778
12.7,8.0,0.3,4.0,4000.0,176.0,4.204841862
10.34,12.0,2.0,4.0,2000.0,143.0,4.461992416
10.16,5.0,1.0,4.0,1500.0,131.0,3.582963229
7.75,2.0,1.0,0.25,1300.0,112.0,3.18221184
12.78,8.0,2.0,4.0,2250.0,159.0,4.338858139
17.78,5.0,0.3,4.0,3500.0,339.0,4.632493482
17.78,6.5,0.3,4.0,3500.0,340.0,4.241326753
12.83,13.0,2.0,4.0,2500.0,162.0,4.726591041
12.7,8.0,0.3,4.0,2250.0,176.0,3.94951145
17.78,3.15,0.3,4.0,3550.0,400.0,4.430459592
12.7,8.0,0.3,4.0,2250.0,165.4,3.747619949
10.29,8.0,1.0,4.0,2000.0,151.0,3.880738715
10.29,5.0,1.0,4.0,2000.0,155.0,3.983599204
10.16,3.15,1.0,0.25,1500.0,134.0,3.555633735
10.29,8.0,1.0,4.0,2000.0,140.0,4.287441192
15.34,8.0,13.0,4.0,4000.0,183.0,5.620183451
15.27,8.0,13.0,4.0,3500.0,167.0,5.431010908
15.27,16.0,8.0,4.0,3000.0,159.0,4.624678652
15.34,13.0,5.0,4.0,3300.0,169.0,5.004885462
15.27,16.0,8.0,4.0,3000.0,156.0,4.523526197
15.29,16.0,5.0,4.0,3300.0,172.0,5.184588601
12.78,13.0,5.0,4.0,3000.0,169.0,4.818101772
15.29,13.0,5.0,4.0,3300.0,172.0,4.582822322
15.29,13.0,8.0,4.0,3300.0,171.0,4.926311212
15.24,13.0,8.0,4.0,3300.0,157.0,5.161523515
12.83,13.0,5.0,4.0,3000.0,145.0,4.518086079
15.27,13.0,8.0,4.0,3000.0,162.0,4.532707014
15.24,13.0,5.0,4.0,3300.0,158.0,5.400106512
12.78,13.0,8.0,4.0,3000.0,162.0,4.257596556
12.78,13.0,5.0,4.0,3000.0,172.3,4.635602393
15.24,13.0,5.0,4.0,3300.0,158.0,5.073610093
12.75,13.0,5.0,4.0,3000.0,146.0,4.631130288
12.83,13.0,5.0,4.0,3000.0,149.0,4.180675152
20.32,5.0,5.0,4.0,3000.0,290.0,4.558183395
12.75,16.0,5.0,4.0,4100.0,166.5,4.442768897
12.88,13.0,5.0,4.0,3300.0,163.0,4.44370952
12.83,13.0,5.0,4.0,4500.0,164.0,4.131640347
12.88,13.0,5.0,4.0,3080.0,150.0,4.79015486
12.88,13.0,5.0,4.0,3200.0,149.0,4.430578675
12.78,8.0,5.0,4.0,2800.0,141.8,3.971800209
12.78,13.0,5.0,4.0,2660.0,140.0,4.262679877
12.78,13.0,5.0,4.0,2800.0,144.0,4.368814741
12.7,13.0,5.0,4.0,2500.0,144.0,4.375127893
12.7,8.0,5.0,4.0,2500.0,143.0,4.07787637
12.7,5.0,5.0,4.0,2500.0,138.0,4.245204118
10.29,5.0,2.0,4.0,2100.0,132.0,3.839022113
25.43,5.0,5.0,4.0,2660.0,510.0,5.124796966
12.88,12.3,5.0,4.0,3200.0,174.0,4.906089261
12.7,8.0,5.0,4.0,2100.0,122.0,3.969348072
12.83,13.0,5.0,4.0,2800.0,133.0,4.515136063
12.83,13.0,5.0,4.0,2800.0,133.0,4.095510549
12.83,12.3,8.0,4.0,3000.0,150.0,4.72046123
20.32,5.0,5.0,4.0,2660.0,143.0,4.405254761
20.32,5.0,5.0,4.0,4800.0,309.0,4.768478804
12.78,13.0,5.0,4.0,4100.0,139.0,4.425684604
12.7,8.0,5.0,4.0,2100.0,121.0,4.049172844
12.88,13.0,5.0,4.0,2900.0,146.0,4.512945242
12.88,13.0,5.0,4.0,3000.0,144.6,4.209011637
12.7,5.0,2.0,4.0,1900.0,128.0,3.646754528
10.29,5.0,0.3,4.0,1940.0,127.0,3.696103299
12.78,12.3,8.0,4.0,2800.0,156.0,4.368434681
12.78,12.3,8.0,4.0,2800.0,159.0,4.754710253
12.75,12.3,8.0,4.0,2520.0,118.0,4.31455047
12.52,13.0,8.0,4.0,2300.0,120.0,4.493568009
12.7,8.0,5.0,4.0,2125.0,157.0,4.240030949
12.88,13.0,8.0,4.0,3000.0,145.0,4.568609931
12.78,13.0,5.0,4.0,2300.0,142.0,4.108576144
12.7,5.0,5.0,4.0,2125.0,161.0,4.235120483
10.29,5.0,2.0,4.0,1940.0,120.0,4.020518602
12.83,13.0,8.0,4.0,3000.0,158.0,4.437934267
12.88,13.0,5.0,4.0,3000.0,169.8,4.474491862
12.88,16.0,5.0,4.0,3000.0,192.0,4.764393692
12.75,12.3,5.0,4.0,2700.0,136.0,4.174541104
12.7,13.0,8.0,4.0,2050.0,150.0,4.446291681
25.43,5.0,2.0,4.0,7400.0,489.0,4.751432693
20.32,5.0,2.0,4.0,4200.0,347.0,4.401706705
7.67,3.15,0.3,4.0,1700.0,143.0,3.619797293
10.29,5.0,0.3,4.0,1900.0,138.9,3.503453082
12.7,8.0,5.0,4.0,2540.0,155.0,3.909219078
12.75,8.0,5.0,4.0,2300.0,139.0,3.983226764
7.62,1.3,5.0,0.25,950.0,125.0,3.839452313
12.7,8.0,5.0,4.0,2540.0,136.0,4.230913005
12.83,16.0,8.0,4.0,3000.0,155.0,4.928122873
12.83,16.0,8.0,4.0,3000.0,155.0,4.634631896
12.88,8.0,5.0,4.0,3000.0,165.9,4.186619838
12.88,13.0,5.0,4.0,3000.0,163.0,4.524285457
12.7,8.0,2.1,4.0,2610.0,135.0,4.161847435
12.7,8.0,5.0,4.0,2540.0,137.0,3.946037884
10.34,8.0,1.0,4.0,2100.0,124.4,4.029806041
10.29,5.0,0.3,4.0,1900.0,140.0,3.645710959
10.16,5.0,0.3,4.0,1900.0,128.0,3.731220295
12.83,13.0,2.1,4.0,3000.0,152.0,4.556714966
10.29,5.0,0.3,4.0,2100.0,138.9,3.435920818
12.7,8.0,1.3,4.0,2460.0,140.45,3.749268754
10.29,8.0,0.3,4.0,1820.0,153.7,3.999667515
12.83,13.0,2.1,4.0,3000.0,149.0,4.410978457
12.93,13.0,2.1,4.0,3000.0,182.0,4.115616697
10.29,5.0,0.3,4.0,2100.0,129.6,3.97724879
10.24,5.0,0.3,4.0,1540.0,119.0,3.2820384
10.24,5.0,0.3,4.0,1700.0,140.45,3.781686504
12.83,13.0,1.3,4.0,3000.0,163.0,4.711779921
12.7,8.0,1.0,4.0,2540.0,137.0,3.819907717
10.29,8.0,0.3,4.0,1900.0,145.0,3.637059705
20.32,5.0,1.3,4.0,4200.0,344.0,4.29837325
12.88,8.0,1.3,4.0,3200.0,167.0,4.185403293
12.75,13.0,2.1,4.0,2610.0,146.8,4.130676491
17.78,5.0,0.3,4.0,4000.0,294.8,4.485485343
10.16,3.15,0.3,4.0,1900.0,142.0,3.270708974
7.67,2.0,1.3,4.0,1540.0,140.45,3.384051223
12.88,8.0,1.3,4.0,3200.0,168.1,4.785823686
12.83,13.0,2.1,4.0,3000.0,154.0,4.799831955
12.7,8.0,1.3,4.0,2540.0,140.45,4.287853308
12.7,8.0,1.3,4.0,2540.0,134.0,4.015120963
10.24,5.0,0.3,4.0,2100.0,127.0,4.025530246
12.83,13.0,2.1,4.0,3000.0,149.7,4.533459338
12.83,13.0,2.1,4.0,3000.0,149.0,4.415944853
10.34,8.0,1.3,4.0,3000.0,136.1,3.763986927
25.43,5.0,1.3,4.0,8000.0,535.8,5.045229939
25.43,5.0,1.3,4.0,8000.0,523.0,4.803283068
20.32,5.0,1.3,4.0,4200.0,342.0,4.326381781
17.78,3.15,1.3,4.0,4000.0,293.0,4.25177557
12.7,5.0,0.3,4.0,2540.0,140.45,3.762129916
10.34,5.0,0.3,4.0,2440.0,123.9,4.322143925
10.24,5.0,0.3,4.0,2100.0,126.0,3.988984047
20.4,5.0,1.3,4.0,4600.0,339.9,4.68203863
10.29,5.0,0.3,4.0,2440.0,129.6,3.354105774
10.34,13.0,1.3,4.0,2440.0,121.0,4.261975404
10.34,8.0,1.3,4.0,2440.0,121.0,4.071417058
10.34,8.0,1.3,4.0,2440.0,121.0,3.597312261
10.34,5.0,0.3,4.0,2540.0,125.0,3.867025639
10.34,5.0,1.3,4.0,2540.0,126.0,4.146620707
10.29,5.0,0.3,4.0,2100.0,124.0,3.442339325
10.29,5.0,0.3,4.0,2100.0,126.6,3.776890331
7.75,3.15,1.3,4.0,2540.0,114.0,3.225255432
7.75,3.15,1.3,4.0,2540.0,113.4,3.047850228
12.93,13.0,2.1,4.0,3200.0,172.0,4.284551613
7.62,2.0,1.3,4.0,1540.0,104.6,3.676300672
10.16,5.0,0.3,4.0,2460.0,159.9,4.35105183
12.83,13.0,2.1,4.0,3140.0,167.0,4.75272775
12.57,8.0,1.3,4.0,2300.0,130.0,4.241902127
15.24,13.0,2.1,4.0,3500.0,177.0,4.238444906
10.16,5.0,1.3,4.0,1540.0,122.5,3.884651809
12.83,8.0,1.3,4.0,3140.0,161.0,4.271653577
12.83,8.0,1.3,4.0,3140.0,161.0,4.543188394
7.67,3.15,1.3,4.0,1540.0,110.0,3.081451149
20.4,5.0,1.3,4.0,4600.0,338.0,4.618382517
12.75,13.0,2.1,4.0,3000.0,143.0,4.098502572
10.34,8.0,1.3,4.0,2150.0,120.0,4.023385473
10.16,5.0,0.3,4.0,2460.0,169.8,4.423408472
10.34,13.0,1.3,4.0,2280.0,141.2,4.339249605
7.82,3.15,1.3,4.0,1700.0,125.0,3.479700443
7.82,3.15,1.3,4.0,1700.0,125.0,3.493472658
7.67,3.15,1.3,4.0,1540.0,110.0,3.291382516
10.16,5.0,0.3,4.0,2460.0,113.4,3.815732345
10.24,5.0,1.3,4.0,2460.0,129.0,4.527640983
10.34,8.0,1.3,4.0,2540.0,133.2,4.305415532
10.29,5.0,1.3,4.0,2460.0,126.0,4.236711804
10.24,5.0,1.3,4.0,2150.0,131.0,3.911822985
12.83,13.0,2.1,4.0,3140.0,172.0,4.80811103
10.24,8.0,0.3,4.0,2460.0,115.5,3.850785696
10.24,8.0,0.3,4.0,2460.0,118.0,3.746676553
10.16,5.0,1.3,4.0,1700.0,100.0,3.911222685
10.16,5.0,1.3,4.0,1700.0,103.3,3.278276168
7.67,3.15,1.3,4.0,1540.0,110.0,3.702782359
7.67,3.15,1.3,4.0,1540.0,107.0,3.403527997
7.62,2.0,1.3,4.0,1540.0,105.0,3.280159053
5.13,1.3,1.3,4.0,1700.0,92.0,2.945491057
5.13,1.3,1.3,4.0,1500.0,97.0,3.940999114
13.84,13.0,13.0,4.0,3000.0,150.0,4.515901718
13.84,13.0,8.0,4.0,3000.0,150.0,4.164803026
15.24,13.0,8.0,4.0,3600.0,168.0,4.608265391
15.29,13.0,20.0,4.0,3210.0,160.0,4.727830199
12.88,13.0,5.0,4.0,3100.0,159.0,4.529476342
12.88,13.0,5.0,4.0,3200.0,145.0,4.266054458
15.24,13.0,20.0,4.0,3100.0,154.0,4.979007019
15.24,13.0,20.0,4.0,3010.0,152.0,4.68914362
15.37,13.0,20.0,4.0,3570.0,182.0,4.936486295
13.84,13.0,8.0,4.0,3070.0,140.0,4.463030419
12.88,13.0,8.0,4.0,3300.0,145.0,4.194039056
15.11,13.0,20.0,4.0,3500.0,177.0,4.660604893
13.87,13.0,20.0,4.0,3000.0,152.0,4.543081994
13.87,12.0,20.0,4.0,3000.0,145.0,4.994980054
15.21,13.0,8.0,4.0,3360.0,160.0,4.825670246
12.88,16.0,8.0,4.0,3000.0,160.0,4.434856248
12.75,13.0,8.0,4.0,3070.0,143.0,4.293195421
12.83,12.5,16.0,4.0,4000.0,173.0,4.537426534
12.88,12.0,16.0,4.0,3500.0,170.0,5.202687136
12.75,12.0,16.0,4.0,3000.0,163.0,5.010768619
12.7,8.0,5.0,4.0,3235.0,135.0,3.947969132
12.83,13.0,8.0,4.0,3400.0,155.0,4.374876131
12.75,13.0,5.0,4.0,3000.0,143.0,4.071417058
12.83,13.0,5.0,4.0,3060.0,175.0,4.508108473
12.88,12.0,5.0,4.0,3400.0,158.0,5.127825562
12.83,16.0,5.0,4.0,3150.0,149.0,4.30662937
12.7,13.0,5.0,4.0,2760.0,139.0,4.065430552
12.83,13.0,5.0,4.0,3260.0,158.0,4.156693187
12.75,12.0,5.0,4.0,3060.0,163.0,5.122236297
12.75,13.0,5.0,4.0,3060.0,138.0,4.195395806
15.24,13.0,5.0,4.0,3060.0,189.0,4.814539304
12.83,13.0,5.0,4.0,3060.0,172.0,4.565805462
12.83,12.0,5.0,4.0,3060.0,155.0,4.457134107
12.7,13.0,5.0,4.0,3060.0,138.0,4.151512235
12.7,13.0,5.0,4.0,3060.0,132.0,4.104129863
12.75,21.0,5.0,4.0,2560.0,160.0,4.923696642
12.83,13.0,5.0,4.0,3060.0,163.0,4.55902153
12.83,13.0,5.0,4.0,3140.0,149.0,4.428074948
12.88,21.0,5.0,4.0,3050.0,168.0,4.846546506
12.7,13.0,5.0,4.0,3095.0,131.0,4.01259206
12.83,20.7,5.0,4.0,3150.0,149.0,4.794219064
12.83,13.0,5.0,4.0,3095.0,149.0,4.568609931
12.7,13.0,5.0,4.0,2500.0,128.0,4.388505601
12.73,8.0,2.0,4.0,2400.0,143.0,4.688959712
12.7,8.0,5.0,4.0,4000.0,151.0,4.217004575
12.83,13.0,5.0,4.0,4000.0,162.0,4.427716761
10.16,2.0,0.3,4.0,1300.0,120.0,3.122364924
12.83,13.0,13.0,4.0,3200.0,164.0,4.797607077
10.29,5.0,2.0,4.0,1800.0,140.0,3.886089623
12.83,8.0,5.0,4.0,3000.0,151.0,4.019980147
12.7,8.0,2.0,4.0,4000.0,151.0,3.971234865
10.29,5.0,2.0,4.0,1800.0,151.0,3.804660487
10.29,5.0,2.0,4.0,1800.0,156.0,3.798182189
10.16,5.0,2.0,4.0,1600.0,159.0,3.831680253
12.7,5.0,2.0,4.0,2000.0,165.0,4.050392675
12.7,8.0,5.0,4.0,2000.0,151.0,3.948162052
15.24,8.0,5.0,4.0,3000.0,159.0,4.032823706
12.7,5.0,2.0,4.0,2000.0,159.0,3.71210758
12.83,8.0,5.0,4.0,2500.0,159.0,4.182660643
12.7,13.0,5.0,4.0,2500.0,159.0,4.296060166
10.29,5.0,5.0,4.0,1750.0,159.0,3.909820582
12.83,8.0,5.0,4.0,2500.0,159.0,4.148674907
12.83,13.0,5.0,4.0,3000.0,159.0,4.564035643
12.83,13.0,8.0,4.0,3000.0,162.0,4.44370952
12.7,5.0,2.0,4.0,3000.0,143.0,4.325985244
12.7,13.0,5.0,4.0,2100.0,128.0,4.11887456
12.83,13.0,5.0,4.0,2500.0,145.0,4.429387206
10.34,8.0,5.0,4.0,2000.0,143.0,4.037950562
12.7,13.0,5.0,4.0,2500.0,143.0,4.378144107
12.7,8.0,2.0,4.0,2000.0,155.0,3.965374181
12.75,13.0,5.0,4.0,2900.0,143.0,4.477109516
12.83,13.0,5.0,4.0,2820.0,143.0,4.401829262
12.7,13.0,2.0,4.0,2500.0,135.0,3.993234261
7.75,1.3,0.3,4.0,1200.0,143.0,3.189652966
12.7,8.0,5.0,4.0,2800.0,144.0,4.348728349
10.36,8.0,5.0,4.0,2000.0,97.0,4.573473099
20.32,5.0,2.0,4.0,4000.0,143.0,3.829293358
12.7,13.0,5.0,4.0,2260.0,143.0,4.169761202
10.29,5.0,2.0,4.0,1700.0,136.0,3.58850648
15.24,8.0,2.0,4.0,3000.0,143.0,4.249637447
12.7,13.0,5.0,4.0,2400.0,143.0,4.437934267
10.34,8.0,2.0,4.0,2000.0,143.0,3.817492522
12.83,5.0,0.3,4.0,2820.0,143.0,3.860940215
10.34,8.0,2.0,4.0,2000.0,134.0,3.969348072
10.16,0.3,0.3,4.0,1200.0,123.0,3.341447377
12.7,8.0,2.0,4.0,3000.0,170.0,4.140273494
10.16,2.0,0.3,4.0,1450.0,143.0,3.451890496
12.7,5.0,0.3,4.0,1800.0,143.0,3.711863291
10.29,5.0,0.3,4.0,1700.0,143.0,3.626738058
10.16,2.0,0.3,4.0,1300.0,146.5,3.444895237
10.29,8.0,2.0,4.0,2000.0,138.0,4.021953065
20.32,5.0,2.0,4.0,4400.0,310.5,4.580775029
17.78,5.0,0.3,4.0,3200.0,306.0,4.286478927
10.34,13.0,13.0,4.0,2300.0,138.0,4.71088064
12.7,8.0,2.0,4.0,3000.0,143.0,3.875359021
10.34,8.0,5.0,4.0,2000.0,123.0,4.091674334
10.29,5.0,2.0,4.0,1700.0,136.0,3.425889994
12.7,13.0,5.0,4.0,2500.0,146.5,4.213016092
10.16,2.0,0.3,4.0,2000.0,146.5,3.577947893
12.83,8.0,2.0,4.0,2350.0,146.0,4.343935284
12.7,8.0,2.0,4.0,2000.0,138.0,3.819249605
10.16,5.0,0.3,4.0,1750.0,146.5,3.629394807
