Customer ID,Tenure,Phone Service,Contract,Paper Less Billing,Payment Method,Monthly Charges,Total Charges,Churn
4013-TLDHQ,19,Yes,Month-to-month,Yes,Electronic check,78.25,1490.949951,Yes
5743-KHMNA,71,Yes,Two year,No,Bank transfer (automatic),25.54999924,1898.099976,No
4194-FJARJ,54,Yes,Two year,No,Bank transfer (automatic),60,3273.949951,No
5325-UWTWJ,31,Yes,Month-to-month,Yes,Credit card (automatic),90.55000305,2929.75,No
3969-GYXEL,11,Yes,Month-to-month,No,Electronic check,76.40000153,838.7000122,No
9208-OLGAQ,18,Yes,Month-to-month,Yes,Electronic check,84.94999695,1443.650024,No
3244-CQPHU,72,Yes,Two year,Yes,Bank transfer (automatic),110.0999985,7746.700195,No
2674-MLXMN,71,Yes,Month-to-month,Yes,Credit card (automatic),99.65000153,6951.149902,No
9708-HPXWZ,5,No,Month-to-month,No,Credit card (automatic),45.40000153,214.75,No
6992-TKNYO,38,Yes,One year,No,Credit card (automatic),69,2669.449951,No
4468-YDOVK,5,Yes,Month-to-month,Yes,Bank transfer (automatic),48.65000153,235.1999969,No
3754-DXMRT,2,Yes,Month-to-month,Yes,Electronic check,44.15000153,92.65000153,Yes
5792-JALQC,52,Yes,Two year,No,Bank transfer (automatic),59.84999847,3103.25,No
7130-VTEWQ,8,Yes,Month-to-month,Yes,Electronic check,75.75,606.25,Yes
2200-DSAAL,68,Yes,Two year,Yes,Electronic check,80.65000153,5330.200195,No
4302-ZYFEL,69,Yes,One year,Yes,Credit card (automatic),20.54999924,1403.099976,No
9351-LZYGF,42,Yes,Month-to-month,Yes,Credit card (automatic),66.40000153,2727.800049,No
4366-CTOUZ,50,Yes,Two year,Yes,Mailed check,100.1999969,5038.450195,No
6121-VZNQB,1,Yes,Month-to-month,Yes,Mailed check,19.10000038,19.10000038,Yes
7903-CMPEY,1,Yes,Month-to-month,Yes,Electronic check,80.30000305,80.30000305,Yes
1518-OMDIK,33,Yes,Month-to-month,Yes,Credit card (automatic),44.54999924,1462.599976,No
6671-NGWON,7,Yes,Month-to-month,No,Mailed check,20.35000038,150.6000061,No
0595-ITUDF,64,Yes,Month-to-month,Yes,Electronic check,91.80000305,5960.5,No
6996-KNSML,1,Yes,Month-to-month,Yes,Electronic check,74.90000153,74.90000153,Yes
1955-IBMMB,59,Yes,Two year,Yes,Bank transfer (automatic),20.20000076,1192.300049,No
0096-BXERS,6,Yes,Month-to-month,No,Electronic check,50.34999847,314.5499878,No
3806-YAZOV,3,Yes,Month-to-month,No,Mailed check,18.79999924,56,No
7998-ZLXWN,15,Yes,Month-to-month,No,Credit card (automatic),20.45000076,330.7999878,No
6253-WRFHY,13,Yes,One year,Yes,Electronic check,64.75,877.3499756,No
9133-AYJZG,23,Yes,Month-to-month,Yes,Credit card (automatic),98.69999695,2249.100098,No
2675-OTVVJ,31,Yes,Month-to-month,No,Electronic check,89.44999695,2807.649902,No
8680-CGLTP,29,Yes,One year,Yes,Electronic check,58.75,1696.199951,No
8430-TWCBX,49,Yes,One year,No,Credit card (automatic),20.70000076,1032.050049,No
5018-GWURO,56,Yes,Month-to-month,Yes,Bank transfer (automatic),85.59999847,4902.799805,No
6741-QRLUP,63,Yes,Two year,Yes,Credit card (automatic),80.30000305,4995.350098,No
4737-HOBAX,63,Yes,Two year,No,Credit card (automatic),79.80000305,5034.049805,No
0537-QYZZN,24,Yes,Month-to-month,Yes,Electronic check,79.84999847,1857.75,No
3340-QBBFM,36,Yes,One year,No,Credit card (automatic),54.09999847,1992.849976,No
1704-NRWYE,9,Yes,Month-to-month,Yes,Electronic check,80.84999847,751.6500244,Yes
2592-SEIFQ,3,No,Month-to-month,No,Electronic check,24.75,66.94999695,Yes
8200-KLNYW,21,Yes,One year,No,Mailed check,80.90000153,1714.949951,No
3372-CDXFJ,13,Yes,One year,No,Bank transfer (automatic),24.5,343.6000061,No
4781-ZXYGU,1,Yes,Month-to-month,Yes,Bank transfer (automatic),20.14999962,20.14999962,No
7632-YUTXB,25,Yes,One year,No,Mailed check,20.04999924,520.0999756,No
2718-YSKCS,71,Yes,Two year,Yes,Bank transfer (automatic),19.60000038,1387.449951,No
9896-UYMIE,66,Yes,One year,Yes,Bank transfer (automatic),114.3000031,7383.700195,No
0853-NWIFK,45,Yes,One year,Yes,Electronic check,100.3000031,4483.950195,No
8212-CRQXP,22,Yes,Month-to-month,Yes,Credit card (automatic),80,1706.449951,No
6980-CDGFC,67,Yes,One year,Yes,Bank transfer (automatic),20.85000038,1327.400024,No
7691-XVTZH,68,Yes,Two year,Yes,Bank transfer (automatic),89.94999695,5974.299805,No
2520-SGTTA,0,Yes,Two year,No,Mailed check,20,0,No
7481-ATQQS,49,Yes,Month-to-month,Yes,Credit card (automatic),90.84999847,4515.850098,Yes
2277-VWCNI,4,Yes,Month-to-month,No,Mailed check,48.75,179.8500061,No
1088-CNNKB,63,Yes,One year,No,Credit card (automatic),80,5040.200195,No
8642-GVWRF,2,Yes,Month-to-month,No,Bank transfer (automatic),79.69999695,165,Yes
1930-BZLHI,21,Yes,One year,Yes,Mailed check,20.35000038,422.7000122,No
3400-ESFUW,55,Yes,Two year,No,Bank transfer (automatic),57.54999924,3046.399902,Yes
5868-YTYKS,1,Yes,Month-to-month,Yes,Mailed check,20.25,20.25,No
3525-DVKFN,17,Yes,Two year,No,Mailed check,19.39999962,358.0499878,No
1482-OXZSY,30,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4000015,2936.25,No
0377-JBKKT,22,Yes,Month-to-month,Yes,Mailed check,57.95000076,1271.800049,No
5778-BVOFB,9,Yes,Month-to-month,Yes,Bank transfer (automatic),59.5,530.0499878,No
3373-YZZYM,1,Yes,Month-to-month,No,Mailed check,19.20000076,19.20000076,No
2057-ZBLPD,21,Yes,Month-to-month,Yes,Electronic check,86.5,1808.699951,Yes
0228-MAUWC,19,Yes,Month-to-month,No,Electronic check,59.54999924,1144.599976,No
5502-RLUYV,69,Yes,Month-to-month,Yes,Electronic check,103.9499969,7446.899902,Yes
0023-HGHWL,1,No,Month-to-month,Yes,Electronic check,25.10000038,25.10000038,Yes
7663-YJHSN,72,Yes,Two year,Yes,Bank transfer (automatic),103.9499969,7556.899902,No
4915-BFSXL,70,Yes,Two year,No,Credit card (automatic),68.94999695,4858.700195,No
3086-RUCRN,66,Yes,Month-to-month,Yes,Bank transfer (automatic),103.0999985,6595,No
5215-LNLDJ,7,No,Month-to-month,Yes,Electronic check,24.70000076,149.0500031,No
7576-JMYWV,46,Yes,Month-to-month,Yes,Electronic check,110.1999969,4972.100098,No
9039-RBEEE,39,No,Month-to-month,Yes,Credit card (automatic),48.95000076,1880.849976,Yes
0257-KXZGU,32,Yes,Month-to-month,No,Bank transfer (automatic),62.45000076,2045.550049,No
1307-ATKGB,24,Yes,Month-to-month,Yes,Electronic check,89.55000305,2187.149902,No
8417-FMLZI,6,Yes,Month-to-month,Yes,Credit card (automatic),83.55000305,477.5499878,Yes
3714-XPXBW,37,Yes,Month-to-month,Yes,Credit card (automatic),78.90000153,2976.949951,No
1850-AKQEP,8,Yes,Month-to-month,No,Mailed check,20.35000038,178.6999969,No
2824-DXNKN,72,Yes,Two year,Yes,Bank transfer (automatic),71.44999695,5025.850098,No
5227-JSCFE,71,No,Two year,No,Credit card (automatic),46.34999847,3353.399902,No
0848-ZGQIJ,16,Yes,Month-to-month,Yes,Bank transfer (automatic),94.65000153,1461.150024,No
3621-CHYVB,57,No,Month-to-month,Yes,Bank transfer (automatic),49.90000153,2782.399902,No
8042-RNLKO,66,Yes,One year,No,Bank transfer (automatic),25.45000076,1699.150024,No
1792-UXAFY,17,Yes,Month-to-month,Yes,Electronic check,89.15000153,1496.900024,Yes
5372-FBKBN,21,Yes,Month-to-month,No,Mailed check,20.75,452.2000122,No
0420-TXVSG,66,Yes,Two year,Yes,Credit card (automatic),66.09999847,4428.450195,No
6217-TOWGS,17,Yes,Month-to-month,Yes,Bank transfer (automatic),75.40000153,1322.550049,No
0515-YPMCW,1,Yes,Month-to-month,Yes,Mailed check,70.44999695,70.44999695,Yes
0378-XSZPU,58,Yes,One year,No,Credit card (automatic),60.29999924,3563.800049,Yes
1045-LTCYT,8,Yes,Month-to-month,No,Credit card (automatic),21.04999924,139.75,No
1544-JJMYL,27,Yes,One year,No,Credit card (automatic),69.34999847,1927.300049,No
4636-JGAAI,34,Yes,Month-to-month,No,Mailed check,88.84999847,3000.25,No
6874-SGLHU,30,Yes,One year,Yes,Bank transfer (automatic),97,3021.300049,No
5951-AOFIH,33,Yes,Month-to-month,Yes,Credit card (automatic),66.40000153,2245.399902,No
4729-XKASR,1,No,Month-to-month,No,Electronic check,24.75,24.75,Yes
3059-NGMXB,14,Yes,Month-to-month,No,Mailed check,69.19999695,944.6500244,No
8652-YHIYU,16,Yes,One year,Yes,Credit card (automatic),79.5,1264.199951,No
5278-PNYOX,49,Yes,Two year,No,Credit card (automatic),100.6500015,4917.75,No
5449-FIBXJ,19,Yes,Month-to-month,No,Electronic check,103.3000031,2012.699951,Yes
3486-HOOGQ,70,Yes,Two year,No,Bank transfer (automatic),79.69999695,5743.299805,No
5061-PBXFW,32,Yes,Month-to-month,No,Bank transfer (automatic),61.40000153,1864.650024,No
8630-FJLIB,18,Yes,Month-to-month,Yes,Electronic check,69.80000305,1221.650024,No
3891-NLXJB,37,No,Two year,Yes,Mailed check,40.54999924,1390.849976,No
4749-OJKQU,4,Yes,Month-to-month,Yes,Electronic check,75.65000153,302.3500061,No
0577-WHMEV,16,Yes,Month-to-month,No,Electronic check,90.69999695,1374.900024,No
5453-AXEPF,17,Yes,Month-to-month,Yes,Bank transfer (automatic),80.5,1336.900024,No
3639-XJHKQ,19,Yes,Month-to-month,Yes,Electronic check,60.59999847,1297.800049,No
3716-LRGXK,60,Yes,Two year,No,Credit card (automatic),101.1500015,6067.399902,No
2263-SFSQZ,51,Yes,Two year,Yes,Mailed check,24.95000076,1222.25,No
9950-MTGYX,28,Yes,Two year,Yes,Credit card (automatic),20.29999924,487.9500122,No
3397-AVTKU,43,Yes,Two year,Yes,Electronic check,60,2548.550049,No
4825-FUREZ,42,Yes,Two year,No,Electronic check,20.25,835.5,No
9837-BMCLM,3,Yes,Month-to-month,Yes,Electronic check,78.5,242.0500031,Yes
2672-OJQZP,1,Yes,Month-to-month,No,Mailed check,44.75,44.75,No
0137-UDEUO,3,Yes,Month-to-month,No,Mailed check,19.85000038,63.75,Yes
3134-DSHVC,63,Yes,Two year,No,Credit card (automatic),98,6218.450195,No
6161-UUUTA,3,Yes,Month-to-month,Yes,Electronic check,79.90000153,260.8999939,Yes
7821-DPRQE,68,Yes,Month-to-month,Yes,Electronic check,107.6999969,7320.899902,No
6543-XRMYR,30,Yes,Month-to-month,Yes,Electronic check,99.69999695,2967.350098,Yes
2001-EWBQU,60,Yes,Two year,No,Electronic check,104.6999969,6333.799805,No
4925-LMHOK,15,Yes,Month-to-month,Yes,Credit card (automatic),58.59999847,939.7000122,Yes
1608-GMEWB,45,Yes,Month-to-month,Yes,Bank transfer (automatic),93.90000153,4200.25,No
6695-AMZUF,70,Yes,Two year,No,Credit card (automatic),86.44999695,5950.200195,No
1455-UGQVH,10,Yes,Month-to-month,Yes,Electronic check,98.5,1037.75,Yes
8410-BGQXN,4,Yes,Month-to-month,No,Mailed check,19.39999962,93.40000153,No
8280-MQRQN,1,Yes,Month-to-month,Yes,Mailed check,50.45000076,50.45000076,Yes
1619-YWUBB,68,Yes,Two year,Yes,Credit card (automatic),24.95000076,1614.900024,No
7611-YKYTC,22,Yes,Month-to-month,No,Bank transfer (automatic),75,1573.949951,No
2037-SGXHH,38,Yes,Month-to-month,Yes,Electronic check,94.65000153,3624.300049,Yes
3178-FESZO,1,Yes,Month-to-month,Yes,Credit card (automatic),100.25,100.25,Yes
0365-GXEZS,18,Yes,Month-to-month,No,Electronic check,78.19999695,1468.75,No
0082-OQIQY,29,Yes,Month-to-month,Yes,Electronic check,94.19999695,2607.600098,No
6087-MVHJH,16,Yes,Month-to-month,Yes,Electronic check,88.44999695,1422.099976,Yes
4603-JANFB,1,Yes,Month-to-month,Yes,Electronic check,69.84999847,69.84999847,Yes
3018-TFTSU,12,Yes,Month-to-month,No,Bank transfer (automatic),81.69999695,858.5999756,Yes
3606-SBKRY,31,No,One year,Yes,Electronic check,50.04999924,1523.400024,No
4806-KEXQR,4,Yes,Month-to-month,Yes,Electronic check,79.90000153,324.2999878,Yes
0667-NSRGI,48,Yes,One year,Yes,Mailed check,69.55000305,3435.600098,No
7083-YNSKY,15,Yes,Month-to-month,Yes,Credit card (automatic),25.39999962,399.6000061,Yes
6893-ODYYE,50,Yes,One year,Yes,Credit card (automatic),90.09999847,4549.450195,No
8242-JSVBO,7,Yes,Month-to-month,Yes,Bank transfer (automatic),44.65000153,322.5,No
2479-BRAMR,41,Yes,Month-to-month,Yes,Bank transfer (automatic),83.75,3273.550049,Yes
9541-ZPSEA,68,Yes,Two year,No,Credit card (automatic),80.34999847,5375.149902,No
2665-NPTGL,26,Yes,Month-to-month,Yes,Bank transfer (automatic),98.09999847,2510.699951,No
1139-WUOAH,57,No,Two year,No,Credit card (automatic),53.34999847,3090.050049,No
4693-VWVBO,3,Yes,Month-to-month,No,Electronic check,19.54999924,61.04999924,No
7434-SHXLS,1,Yes,Month-to-month,No,Mailed check,20.89999962,20.89999962,Yes
6937-GCDGQ,19,Yes,One year,Yes,Bank transfer (automatic),48.95000076,955.5999756,No
0988-JRWWP,3,Yes,Month-to-month,Yes,Electronic check,54.20000076,140.3999939,No
5075-JSDKI,59,Yes,Two year,No,Electronic check,24.45000076,1493.099976,No
7908-QCBCA,1,Yes,Month-to-month,Yes,Mailed check,69.40000153,69.40000153,Yes
8644-XYTSV,42,No,Month-to-month,Yes,Bank transfer (automatic),40.15000153,1626.050049,No
6711-FLDFB,7,Yes,Month-to-month,Yes,Electronic check,74.90000153,541.1500244,Yes
3873-WOSBC,67,Yes,Two year,No,Credit card (automatic),25.60000038,1784.900024,No
7465-ZZRVX,1,Yes,Month-to-month,Yes,Electronic check,70.34999847,70.34999847,No
7975-JMZNT,66,Yes,Two year,No,Bank transfer (automatic),91.69999695,6075.899902,No
7251-XFOIL,61,Yes,Month-to-month,No,Mailed check,89.19999695,5500.600098,No
4116-IQRFR,4,Yes,One year,No,Credit card (automatic),24.10000038,73.09999847,No
3714-JTVOV,42,Yes,Month-to-month,Yes,Credit card (automatic),74.15000153,3229.399902,Yes
8259-DZLIZ,64,Yes,One year,Yes,Bank transfer (automatic),53.84999847,3399.850098,No
0442-ZXKVS,54,Yes,One year,Yes,Bank transfer (automatic),115.5999985,6431.049805,No
7853-WNZSY,1,Yes,Month-to-month,Yes,Credit card (automatic),19.75,19.75,No
3120-FAZKD,54,Yes,Two year,Yes,Bank transfer (automatic),24.04999924,1230.900024,No
8606-OEGQZ,18,Yes,Two year,No,Credit card (automatic),25.29999924,454.6499939,No
0225-ZORZP,3,Yes,Month-to-month,No,Electronic check,84.30000305,235.0500031,No
4702-IOQDC,1,Yes,Month-to-month,Yes,Electronic check,70.09999847,70.09999847,Yes
9489-JMTTN,72,Yes,Two year,No,Credit card (automatic),89.75,6595.899902,No
0575-CUQOV,60,Yes,One year,Yes,Electronic check,97.94999695,5867,No
0967-BMLBD,11,Yes,One year,Yes,Mailed check,20,196.3500061,No
6178-KFNHS,12,Yes,Month-to-month,Yes,Electronic check,78.30000305,909.25,Yes
2830-LEWOA,61,Yes,One year,No,Credit card (automatic),103.9000015,6449.149902,No
5006-MXVRN,39,Yes,Two year,No,Credit card (automatic),20.70000076,762.4500122,No
1264-BYWMS,55,Yes,Month-to-month,Yes,Electronic check,96.80000305,5283.950195,Yes
9658-WYUFB,17,Yes,Month-to-month,Yes,Electronic check,94.40000153,1617.5,Yes
8327-WKMIE,37,Yes,One year,No,Credit card (automatic),20.14999962,785.75,No
6917-FIJHC,72,Yes,Two year,Yes,Mailed check,26,1776,No
5329-KRDTM,72,Yes,Two year,No,Credit card (automatic),77.34999847,5396.25,No
7797-EJMDP,8,Yes,Month-to-month,No,Bank transfer (automatic),66.05000305,574.5,No
3530-VWVGU,22,Yes,Month-to-month,No,Mailed check,19.89999962,400.2999878,No
2013-SGDXK,1,Yes,Month-to-month,No,Electronic check,84.30000305,84.30000305,Yes
6368-NWMCE,38,Yes,Month-to-month,No,Credit card (automatic),68.15000153,2656.300049,No
3633-CDBUW,17,Yes,One year,No,Electronic check,80.84999847,1445.949951,No
0707-HOVVN,70,Yes,Two year,Yes,Bank transfer (automatic),75.5,5212.649902,No
8580-QVLOC,72,Yes,Two year,No,Credit card (automatic),92.44999695,6440.25,Yes
3956-MGXOG,28,Yes,Month-to-month,Yes,Electronic check,80.59999847,2244.949951,No
9274-UARKJ,15,Yes,Month-to-month,Yes,Bank transfer (automatic),83.19999695,1130,No
4077-HWUYD,72,Yes,Two year,Yes,Bank transfer (automatic),87.55000305,6463.149902,No
2012-NWRPA,11,Yes,Month-to-month,Yes,Electronic check,99.55000305,1131.199951,Yes
8808-ELEHO,8,Yes,Month-to-month,Yes,Electronic check,81.25,585.9500122,Yes
0103-CSITQ,57,Yes,One year,Yes,Bank transfer (automatic),109.4000015,6252.700195,No
3506-LCJDC,1,Yes,Month-to-month,No,Bank transfer (automatic),19.95000076,19.95000076,Yes
8671-KKKOS,46,No,Month-to-month,No,Electronic check,45.54999924,2062.149902,No
7305-ZWMAJ,30,Yes,One year,No,Credit card (automatic),20.70000076,587.0999756,No
9518-XXBXE,10,Yes,Month-to-month,No,Electronic check,75.30000305,720.4500122,No
3934-HXCFZ,23,Yes,Month-to-month,Yes,Electronic check,99.25,2186.399902,Yes
6578-KRMAW,32,Yes,Month-to-month,Yes,Credit card (automatic),93.40000153,2979.300049,No
4860-IJUDE,13,Yes,Month-to-month,Yes,Credit card (automatic),73.75,956.6500244,No
7666-WKRON,39,Yes,Two year,Yes,Electronic check,80.44999695,3201.550049,Yes
9688-YGXVR,44,Yes,Month-to-month,Yes,Credit card (automatic),88.15000153,3973.199951,No
0423-UDIJQ,9,Yes,Month-to-month,No,Mailed check,49.20000076,447.8999939,No
1945-XISKS,67,Yes,Two year,No,Mailed check,19.64999962,1335.199951,No
4910-AQFFX,9,Yes,Month-to-month,Yes,Bank transfer (automatic),79.34999847,661.25,Yes
2154-KVJFF,15,Yes,Month-to-month,Yes,Electronic check,79.75,1111.849976,Yes
5360-LJCNJ,71,Yes,Two year,Yes,Bank transfer (automatic),105.1500015,7555,No
2607-FBDFF,1,Yes,Month-to-month,No,Credit card (automatic),49,49,No
9647-ERGBE,30,Yes,Month-to-month,Yes,Electronic check,100.0500031,3046.149902,Yes
3428-XZMAZ,1,Yes,Month-to-month,Yes,Electronic check,69.34999847,69.34999847,Yes
1100-DDVRV,17,No,Month-to-month,Yes,Mailed check,49.79999924,836.3499756,No
0378-TOVMS,3,Yes,Month-to-month,No,Electronic check,85.80000305,272.2000122,Yes
4355-HBJHH,67,Yes,Two year,Yes,Electronic check,79.69999695,5293.399902,Yes
6728-WYQBC,1,Yes,Month-to-month,No,Bank transfer (automatic),20.95000076,20.95000076,No
9058-CBREO,1,Yes,Month-to-month,No,Mailed check,50.54999924,50.54999924,Yes
9029-FEGVJ,32,Yes,Month-to-month,No,Mailed check,79.30000305,2570,No
7216-KAOID,41,Yes,One year,No,Bank transfer (automatic),19.5,798.2000122,No
0318-QUUOB,1,Yes,Month-to-month,Yes,Electronic check,80.55000305,80.55000305,Yes
6145-NNPNO,1,Yes,Month-to-month,No,Bank transfer (automatic),44.15000153,44.15000153,No
5520-FVEWJ,12,Yes,Month-to-month,Yes,Electronic check,84.5,916.9000244,Yes
5339-TJFEK,62,Yes,Month-to-month,Yes,Electronic check,105.5,6487.200195,No
5572-ZDXHY,22,Yes,Month-to-month,Yes,Mailed check,84.30000305,1855.650024,Yes
2074-GUHPQ,17,Yes,Month-to-month,Yes,Credit card (automatic),92.69999695,1556.849976,No
4625-XMOYM,72,Yes,Two year,Yes,Bank transfer (automatic),26.25,1988.050049,No
5827-MWCZK,56,Yes,Month-to-month,Yes,Credit card (automatic),96.94999695,5432.200195,No
1385-TQOZW,9,Yes,Month-to-month,Yes,Credit card (automatic),20.45000076,147.5500031,No
5914-XRFQB,72,Yes,Two year,Yes,Bank transfer (automatic),115.8000031,8424.900391,No
4329-YPDDQ,20,Yes,Month-to-month,Yes,Bank transfer (automatic),108.1999969,2203.699951,No
4804-NCPET,19,Yes,Two year,No,Mailed check,20.20000076,387.3999939,No
3750-CKVKH,2,Yes,Month-to-month,Yes,Electronic check,67.75,116.6500015,Yes
5944-UGLLK,53,No,One year,No,Credit card (automatic),54.90000153,3045.75,No
8063-GBATB,27,Yes,Month-to-month,Yes,Electronic check,85.25,2287.25,Yes
7787-BNTZM,6,Yes,Month-to-month,No,Bank transfer (automatic),20.14999962,130.5,No
2252-ISRNH,9,Yes,One year,Yes,Electronic check,90.34999847,767.9000244,No
9415-TPKRV,8,Yes,Month-to-month,No,Electronic check,55.75,446.7999878,No
5322-TEUJK,71,Yes,Two year,No,Bank transfer (automatic),114.5999985,8100.25,No
4547-KQRTM,10,Yes,Month-to-month,Yes,Bank transfer (automatic),80.05000305,830.7000122,Yes
4877-EVATK,1,Yes,Month-to-month,No,Mailed check,20,20,Yes
1866-DIOQZ,71,No,One year,No,Bank transfer (automatic),66.80000305,4689.149902,No
8375-KVTHK,68,Yes,One year,Yes,Electronic check,100.3000031,6754.350098,No
2697-NQBPF,34,Yes,Month-to-month,Yes,Electronic check,105.3499985,3540.649902,No
3709-OIJEA,26,Yes,One year,Yes,Electronic check,85.19999695,2184.600098,No
7639-SUPCW,22,Yes,Month-to-month,Yes,Credit card (automatic),48.79999924,1054.599976,Yes
1386-ZIKUV,7,Yes,Month-to-month,Yes,Mailed check,18.95000076,130.5500031,No
0599-XNYDO,20,Yes,Month-to-month,Yes,Bank transfer (automatic),69.80000305,1540.349976,No
6377-WHAOX,60,Yes,Month-to-month,Yes,Electronic check,106.1500015,6411.25,No
6855-VLGOS,72,Yes,Two year,No,Electronic check,20.54999924,1432.550049,No
8999-XXGNS,72,Yes,One year,Yes,Credit card (automatic),105.75,7629.850098,No
8746-OQQRW,4,Yes,Month-to-month,No,Mailed check,25.25,101.9000015,No
3181-MIZBN,16,Yes,Month-to-month,No,Electronic check,19.75,313.3999939,No
0471-ARVMX,62,Yes,One year,Yes,Electronic check,104.8499985,6312.899902,No
7766-CLTIC,10,Yes,Month-to-month,Yes,Mailed check,60.95000076,629.5499878,No
5650-YLIBA,31,Yes,Month-to-month,Yes,Electronic check,81.15000153,2640.550049,No
0825-CPPQH,71,Yes,Two year,No,Credit card (automatic),19.10000038,1372.449951,No
9084-OAYKL,58,Yes,Two year,No,Mailed check,20.79999924,1212.25,No
6122-LJADA,70,Yes,Two year,Yes,Credit card (automatic),90.15000153,6237.049805,No
2400-XIWIO,71,Yes,Two year,No,Electronic check,90.09999847,6310.899902,No
7524-VRLPL,69,Yes,Two year,No,Credit card (automatic),74.09999847,5031,No
1069-XAIEM,1,Yes,Month-to-month,Yes,Electronic check,85.05000305,85.05000305,Yes
7569-NMZYQ,72,Yes,Two year,Yes,Bank transfer (automatic),118.75,8672.450195,No
5201-USSQZ,26,Yes,Month-to-month,No,Credit card (automatic),85.90000153,2196.449951,No
2105-PHWON,33,Yes,Month-to-month,Yes,Credit card (automatic),95,3008.149902,No
1494-EJZDW,10,Yes,Two year,No,Mailed check,20.14999962,220.8000031,No
4884-TVUQF,57,Yes,Two year,No,Credit card (automatic),101.3000031,5779.600098,No
8003-EWNDZ,10,Yes,Month-to-month,Yes,Electronic check,21.20000076,222.6499939,No
1897-RCFUM,39,Yes,One year,Yes,Mailed check,24.20000076,914.5999756,No
9256-JTBNZ,11,Yes,Month-to-month,No,Bank transfer (automatic),20.29999924,246.3000031,No
4658-HCOHW,21,Yes,Month-to-month,Yes,Electronic check,102.8000031,2110.149902,Yes
2211-RMNHO,68,Yes,Two year,No,Bank transfer (automatic),85.30000305,5560,No
2432-TFSMK,18,Yes,One year,Yes,Credit card (automatic),89.59999847,1633,No
3440-JPSCL,6,Yes,Month-to-month,Yes,Mailed check,99.94999695,547.6500244,Yes
4929-ROART,18,Yes,Month-to-month,No,Mailed check,56.25,969.8499756,No
1834-ABKHQ,52,Yes,One year,Yes,Bank transfer (automatic),50.95000076,2610.649902,No
1741-WTPON,56,Yes,Two year,No,Mailed check,115.8499985,6567.899902,No
3932-IJWDZ,45,Yes,Month-to-month,Yes,Bank transfer (automatic),103.6500015,4747.850098,No
1240-HCBOH,67,Yes,Two year,Yes,Mailed check,26.10000038,1759.550049,No
3594-KADLU,3,No,Month-to-month,No,Mailed check,35.09999847,101.0999985,No
8065-BVEPF,65,Yes,Month-to-month,Yes,Bank transfer (automatic),99.09999847,6496.149902,No
3796-ENZGF,63,Yes,Two year,No,Mailed check,67.25,4234.149902,No
1734-ZMNTZ,11,Yes,Two year,No,Mailed check,25,300.7000122,No
2853-CWQFQ,1,Yes,Month-to-month,Yes,Mailed check,59.54999924,59.54999924,No
0813-TAXXS,55,Yes,Two year,Yes,Bank transfer (automatic),77.80000305,4323.350098,No
2519-TWKFS,25,Yes,One year,Yes,Mailed check,55.09999847,1466.099976,No
2889-FPWRM,72,Yes,One year,Yes,Bank transfer (automatic),117.8000031,8684.799805,Yes
0626-QXNGV,72,Yes,Two year,Yes,Credit card (automatic),24.14999962,1776.449951,No
6723-CEGQI,65,No,Two year,No,Mailed check,45.25,2933.949951,No
6987-XQSJT,54,Yes,Month-to-month,Yes,Electronic check,79.5,4370.25,Yes
4732-RRJZC,7,Yes,Month-to-month,No,Mailed check,20.25,144.3500061,No
9499-XPZXM,72,Yes,Two year,No,Bank transfer (automatic),64.75,4804.75,No
4338-EYCER,21,Yes,Month-to-month,No,Bank transfer (automatic),54.59999847,1125.199951,No
3007-FDPEA,2,Yes,Month-to-month,Yes,Bank transfer (automatic),20.70000076,39.84999847,No
6350-XFYGW,4,Yes,Month-to-month,Yes,Electronic check,94.75,422.3999939,No
4290-BSXUX,3,Yes,Month-to-month,Yes,Bank transfer (automatic),79.65000153,251.75,Yes
8513-OLYGY,72,Yes,Two year,No,Credit card (automatic),115.8000031,8332.150391,No
0311-QYWSS,6,Yes,Month-to-month,Yes,Electronic check,49.45000076,314.6000061,No
8705-DWKTI,52,Yes,Month-to-month,Yes,Credit card (automatic),83.80000305,4331.399902,No
8755-IWJHN,69,Yes,Month-to-month,Yes,Bank transfer (automatic),95.34999847,6382,No
0325-XBFAC,8,Yes,Month-to-month,Yes,Electronic check,94.69999695,740.2999878,Yes
4480-QQRHC,8,Yes,Month-to-month,Yes,Bank transfer (automatic),74.05000305,600.1500244,No
0929-PECLO,63,Yes,Month-to-month,Yes,Bank transfer (automatic),89.59999847,5538.799805,No
3680-CTHUH,60,Yes,One year,Yes,Credit card (automatic),116.5999985,7049.5,No
1202-KKGFU,12,Yes,Month-to-month,No,Bank transfer (automatic),54.20000076,690.5,No
6112-KTHFQ,13,Yes,Month-to-month,Yes,Mailed check,19.29999924,279.2999878,No
1852-XEMDW,22,Yes,Month-to-month,No,Mailed check,65.05000305,1427.550049,No
2462-XIIJB,5,Yes,Month-to-month,Yes,Electronic check,92.5,452.7000122,Yes
4760-XOHVN,1,Yes,Month-to-month,No,Mailed check,19.45000076,19.45000076,Yes
1820-DJFPH,72,Yes,Two year,Yes,Bank transfer (automatic),24.04999924,1709.150024,No
9426-SXNHE,2,Yes,Month-to-month,No,Bank transfer (automatic),18.75,53.15000153,No
9068-FHQHD,40,Yes,Two year,No,Bank transfer (automatic),20.14999962,777.3499756,No
