MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS,START_DATE (YYYYMMDD),END_DATE  (YYYYMMDD)
A08651,27,105189.94,,M,1999992,1,TYPE-A,40,2,ANNUAL,1296133,INFORCE,20130330,
A08652,32,104999.96,,M,,6,TYPE-A,69,0,ANNUAL,1401755,INFORCE,20130330,
A08653,17,200000.24,,M,1500000,2,TYPE-A,75,0,ANNUAL,1322088,INFORCE,20130331,
A08654,12,200000,M,F,349992,2,TYPE-B,63,2,ANNUAL,1380222,INFORCE,20130331,
A08655,17,284700.53,M,F,499992,1,TYPE-A,56,3,ANNUAL,343344,INFORCE,20130330,
A08656,17,123707.4,W,M,,6,TYPE-A,67,0,MONTHLY,347911,INFORCE,20130330,
A08657,12,100000,M,F,,4,TYPE-B,59,1,ANNUAL,1339399,INFORCE,20130331,
A08658,17,304214.76,M,F,900000,2,TYPE-A,54,3,MONTHLY,1079488,INFORCE,20130331,
A08659,17,103090.01,M,M,399996,2,TYPE-A,44,2,ANNUAL,1242622,INFORCE,20130330,
A08660,17,300000.22,,M,,NA,TYPE-A,6,3,ANNUAL,1347855,INFORCE,20130331,
A08661,17,300002.23,,M,999996,2,TYPE-A,6,1,ANNUAL,1347855,INFORCE,20130331,
A08662,17,148031.96,W,F,900000,1,TYPE-A,47,0,ANNUAL,343344,INFORCE,20130331,
A08663,17,112218,,M,,6,TYPE-A,68,2,ANNUAL,343344,INFORCE,20130331,
A08664,17,100000.46,M,M,249996,1,TYPE-A,34,3,ANNUAL,499555,INFORCE,20130331,
A08665,12,100000,M,M,349992,1,TYPE-B,35,3,ANNUAL,1357044,INFORCE,20130330,
A08666,17,154993.92,S,F,399996,1,TYPE-A,64,0,ANNUAL,343344,INFORCE,20130331,
A08667,12,100000,M,F,630624,1,TYPE-B,58,3,ANNUAL,1274944,INFORCE,20130331,
A08668,12,150000,,M,153552,1,TYPE-B,61,0,ANNUAL,281055,INFORCE,20130331,
A08669,17,1031998,,F,300000,1,TYPE-A,47,0,SEMI-ANNUAL,343344,CANCELLED,20130331,20131028
A08670,74,330000.24,M,M,799992,2,TYPE-A,29,1,ANNUAL,1347877,INFORCE,20130331,
A08671,12,500000,M,M,,6,TYPE-B,48,3,ANNUAL,1333133,INFORCE,20130331,
A08672,17,199867,,F,,6,TYPE-A,86,1,SEMI-ANNUAL,343344,CANCELLED,20130331,20131028
A08673,17,101164.89,M,F,1133652,1,TYPE-A,63,2,ANNUAL,600811,INFORCE,20130423,
A08674,17,150799.56,S,M,799992,2,TYPE-A,24,0,MONTHLY,343344,INFORCE,20130331,
A08675,22,115000.04,,M,1449996,1,TYPE-A,47,0,ANNUAL,1295133,INFORCE,20130331,
A08676,67,104618.76,M,M,399996,1,TYPE-A,38,2,MONTHLY,347977,INFORCE,20130331,
A08677,17,309270.01,,M,699996,2,TYPE-A,12,0,ANNUAL,1317900,INFORCE,20130331,
A08678,17,126092.88,M,M,,6,TYPE-A,64,3,MONTHLY,347911,INFORCE,20130331,
A08679,74,199999.74,,F,349992,2,TYPE-A,58,0,ANNUAL,1347266,INFORCE,20130331,
A08680,12,200000,M,M,6000000,1,TYPE-B,62,2,ANNUAL,1304433,INFORCE,20130331,
A08681,17,100000.59,M,M,1050000,1,TYPE-A,59,3,ANNUAL,91800,INFORCE,20130331,
A08682,17,309271.68,,M,1719996,1,TYPE-A,44,0,MONTHLY,348355,INFORCE,20130331,
A08683,17,206182.09,M,F,349992,2,TYPE-A,29,1,ANNUAL,1305711,INFORCE,20130331,
A08684,17,309279.56,M,F,499992,2,TYPE-A,56,3,ANNUAL,1305711,INFORCE,20130331,
A08685,32,180225.12,M,M,349992,2,TYPE-A,30,2,MONTHLY,1402933,CANCELLED,20130331,20130612
A08686,12,146919,M,M,699996,2,TYPE-B,35,3,ANNUAL,1404555,INFORCE,20130331,
A08687,12,150176,M,M,1500000,1,TYPE-B,36,1,SEMI-ANNUAL,810899,INFORCE,20130331,
A08688,12,225001.8,,M,1599996,2,TYPE-B,68,0,MONTHLY,864355,INFORCE,20130331,
A08689,74,225000.34,,M,,6,TYPE-A,66,0,ANNUAL,132000,INFORCE,20130331,
A08690,12,100000,,M,726996,2,TYPE-B,58,0,ANNUAL,1296633,INFORCE,20130331,
A08691,12,100000,M,F,688872,2,TYPE-B,56,3,ANNUAL,1296633,INFORCE,20130331,
A08692,17,111703.38,,M,1399992,2,TYPE-A,72,0,ANNUAL,343344,INFORCE,20130331,
A08693,17,155004.84,S,F,,6,TYPE-A,62,0,ANNUAL,343344,INFORCE,20130331,
A08694,17,123703.56,M,M,499992,1,TYPE-A,42,2,MONTHLY,343344,INFORCE,20130331,
A08695,17,123716.88,M,M,499992,1,TYPE-A,40,2,MONTHLY,343344,INFORCE,20130331,
A08696,12,245000,,M,600000,1,TYPE-B,60,0,ANNUAL,1404533,INFORCE,20130331,
A08697,17,128613.12,M,M,999996,1,TYPE-A,55,2,MONTHLY,1387977,CANCELLED,20130331,20130812
A08698,17,117976.44,M,M,649992,2,TYPE-A,66,3,MONTHLY,21877,INFORCE,20130331,
A08699,17,178747.17,M,F,,6,TYPE-A,67,3,ANNUAL,343344,INFORCE,20130331,
A08700,17,208102.1,M,F,499992,1,TYPE-A,52,1,SEMI-ANNUAL,343344,INFORCE,20130331,
A08701,27,200000,M,M,799992,2,TYPE-A,48,1,ANNUAL,1401755,INFORCE,20130331,
A08702,17,480000.34,,M,999996,1,TYPE-A,40,0,SEMI-ANNUAL,343477,INFORCE,20130331,
A08703,17,199999.79,,M,1500000,1,TYPE-A,73,1,ANNUAL,1400111,INFORCE,20130331,
A08704,17,293456.59,,F,724992,2,TYPE-A,70,3,ANNUAL,1243888,INFORCE,20130331,
A08705,32,133443.97,,M,,6,TYPE-A,74,1,ANNUAL,1401755,INFORCE,20130331,
A08706,89,395999.64,,M,799992,2,TYPE-A,88,0,ANNUAL,1365266,INFORCE,20130416,
A08707,68,200000.5,,F,349992,2,TYPE-A,58,2,ANNUAL,1347266,INFORCE,20130331,
A08708,27,299999.98,,M,1800000,2,TYPE-A,48,0,ANNUAL,1401755,INFORCE,20130331,
A08709,100,100003.49,,M,499992,2,TYPE-A,46,0,ANNUAL,1228255,INFORCE,20130331,
A08710,32,251711.14,M,F,900000,2,TYPE-A,35,2,ANNUAL,1347877,INFORCE,20130331,
A08711,17,123232.74,M,M,499992,1,TYPE-A,54,2,SEMI-ANNUAL,343466,INFORCE,20130331,
A08712,17,167555.06,,M,1500000,1,TYPE-A,65,0,ANNUAL,343344,INFORCE,20130331,
A08713,99,274999.93,,M,499992,1,TYPE-A,45,0,ANNUAL,1391233,INFORCE,20130331,
A08714,32,102548.98,S,M,300000,1,TYPE-A,26,0,ANNUAL,1200700,INFORCE,20130331,
A08715,12,996970,M,M,699996,1,TYPE-B,42,2,ANNUAL,1401199,INFORCE,20130331,
A08716,89,171225.48,,M,399996,1,TYPE-A,53,0,MONTHLY,348166,INFORCE,20130425,
A08717,32,150000.02,,M,,6,TYPE-A,88,0,ANNUAL,1402299,INFORCE,20130331,
A08718,17,150000.88,,M,799992,2,TYPE-A,60,0,ANNUAL,1222022,INFORCE,20130331,
A08719,17,149999.6,,M,399996,2,TYPE-A,28,3,ANNUAL,1222022,INFORCE,20130331,
A08720,12,1000000,M,F,1500000,2,TYPE-B,44,1,ANNUAL,1401844,INFORCE,20130331,
A08721,22,102925.06,S,M,249996,1,TYPE-A,25,0,SEMI-ANNUAL,1361777,CANCELLED,20130331,20131028
A08722,32,150000,M,M,849996,2,TYPE-A,33,3,ANNUAL,1234011,INFORCE,20130418,
A08723,98,104045.93,,M,1099992,1,TYPE-A,36,0,ANNUAL,33666,INFORCE,20130331,
A08724,89,299999.95,,M,,6,TYPE-A,77,0,ANNUAL,1388811,INFORCE,20130331,
A08725,17,117324.67,M,M,499992,1,TYPE-A,53,1,ANNUAL,343488,INFORCE,20130331,
A08726,17,122873.71,,F,300000,1,TYPE-A,45,0,ANNUAL,1079488,INFORCE,20130416,
A08727,17,100000.41,S,M,499992,1,TYPE-A,27,0,ANNUAL,1244888,INFORCE,20130331,
A08728,17,188174.04,M,M,1500000,1,TYPE-A,51,2,MONTHLY,348355,INFORCE,20130331,
A08729,17,119989.68,M,M,600000,1,TYPE-A,30,1,MONTHLY,343466,INFORCE,20130331,
A08730,97,103090.73,,F,1899996,2,TYPE-A,33,0,ANNUAL,1219222,INFORCE,20130331,
A08731,97,103090.73,,F,1899996,2,TYPE-A,33,0,ANNUAL,1219222,INFORCE,20130331,
A08732,97,103090.73,,F,1899996,2,TYPE-A,33,0,ANNUAL,1219222,INFORCE,20130331,
A08733,97,103090.73,,F,1899996,2,TYPE-A,33,0,ANNUAL,1219222,INFORCE,20130331,
A08734,12,115000,W,M,499992,2,TYPE-B,47,0,ANNUAL,1391766,INFORCE,20130331,
A08735,17,199999.83,M,M,499992,2,TYPE-A,48,3,ANNUAL,499555,INFORCE,20130331,
A08736,17,125997.72,,M,,6,TYPE-A,68,3,MONTHLY,347755,INFORCE,20130415,
A08737,27,214101.99,D,F,999996,1,TYPE-A,36,0,ANNUAL,343344,INFORCE,20130331,
A08738,17,123713.64,M,M,300000,1,TYPE-A,64,2,MONTHLY,343344,CANCELLED,20130331,20130513
A08739,17,120002.94,,M,300000,1,TYPE-A,44,0,ANNUAL,428277,INFORCE,20130331,
A08740,22,185550.84,M,M,900000,1,TYPE-A,33,2,MONTHLY,1361777,CANCELLED,20130331,20130713
A08741,17,279258.44,,M,,6,TYPE-A,78,0,ANNUAL,471366,INFORCE,20130331,
A08742,17,105169.84,M,F,300000,2,TYPE-A,56,1,QUARTERLY,347911,CANCELLED,20130331,20131028
A08743,17,206181.92,M,M,799992,1,TYPE-A,53,3,QUARTERLY,343511,INFORCE,20130331,
A08744,27,147113.55,M,M,999996,2,TYPE-A,37,2,ANNUAL,1213188,INFORCE,20130331,
A08745,22,100000,S,M,300000,2,TYPE-B,20,0,ANNUAL,1347177,INFORCE,20130331,
A08746,17,119999.88,M,M,5142252,1,TYPE-A,57,2,MONTHLY,19733,INFORCE,20130331,
A08747,17,120639.6,,M,,6,TYPE-A,76,0,MONTHLY,343333,INFORCE,20130331,
A08748,102,101173.73,,M,4350000,1,TYPE-A,37,0,ANNUAL,1383022,INFORCE,20130331,
A08749,82,158542.11,S,M,399996,2,TYPE-A,20,0,ANNUAL,1374344,INFORCE,20130331,
A08750,32,149998.87,,M,,6,TYPE-A,75,0,ANNUAL,1402299,INFORCE,20130331,
A08751,12,120000.96,M,M,810000,1,TYPE-B,59,3,MONTHLY,1281577,CANCELLED,20130331,20130827
A08752,60,100002.35,M,F,799992,2,TYPE-A,44,1,ANNUAL,1384222,INFORCE,20130331,
A08753,17,205999.64,,M,1999992,2,TYPE-A,59,2,ANNUAL,1219777,INFORCE,20130331,
A08754,12,100000,,M,,6,TYPE-B,77,1,SEMI-ANNUAL,19733,INFORCE,20130331,
A08755,17,124198.88,M,M,450000,1,TYPE-A,48,2,QUARTERLY,343344,INFORCE,20130331,
A08756,17,301599.12,,M,,6,TYPE-A,69,0,MONTHLY,1079488,INFORCE,20130331,
A08757,17,119600.16,M,M,499992,2,TYPE-A,49,3,SEMI-ANNUAL,343377,INFORCE,20130331,
A08758,12,100000,M,M,750000,1,TYPE-B,64,1,ANNUAL,1347255,INFORCE,20130331,
A08759,17,119999.4,M,M,499992,1,TYPE-A,48,3,QUARTERLY,343466,INFORCE,20130331,
A08760,17,227741.48,M,F,600000,1,TYPE-A,47,1,ANNUAL,343344,INFORCE,20130331,
A08761,17,102483.72,W,F,499992,2,TYPE-A,47,0,MONTHLY,343344,INFORCE,20130430,
A08762,22,100512.83,S,M,319992,1,TYPE-A,36,0,ANNUAL,1154511,INFORCE,20130331,
A08763,17,226633.06,S,M,999996,1,TYPE-A,42,0,ANNUAL,343344,INFORCE,20130331,
A08764,27,158882.64,M,F,900000,1,TYPE-A,40,1,MONTHLY,343344,INFORCE,20130331,
A08765,48,462956.64,M,M,2799996,2,TYPE-A,57,3,ANNUAL,1278533,INFORCE,20130331,
A08766,17,147576.48,M,F,450000,1,TYPE-A,47,3,MONTHLY,343344,INFORCE,20130331,
A08767,17,111703.38,,M,300000,1,TYPE-A,71,1,ANNUAL,343344,INFORCE,20130331,
A08768,17,614784.36,S,M,4500000,1,TYPE-A,48,0,MONTHLY,343344,INFORCE,20130331,
A08769,17,103092.98,M,F,399996,1,TYPE-A,59,1,ANNUAL,343344,INFORCE,20130331,
A08770,89,103193.09,,F,349992,2,TYPE-A,44,0,ANNUAL,1394400,INFORCE,20130331,
A08771,17,185556.36,,M,999996,1,TYPE-A,56,0,MONTHLY,343344,INFORCE,20130331,
A08772,17,184470.48,M,F,399996,1,TYPE-A,47,3,MONTHLY,343344,INFORCE,20130331,
A08773,17,479995.44,M,M,1560000,1,TYPE-A,34,1,MONTHLY,1229166,CANCELLED,20130331,20130713
A08774,74,101999.65,,M,1200000,2,TYPE-A,83,0,ANNUAL,15866,INFORCE,20130331,
A08775,12,500000,M,M,4500000,2,TYPE-B,44,2,ANNUAL,1267955,INFORCE,20130331,
A08776,17,186020.28,M,F,699996,2,TYPE-A,45,1,MONTHLY,343399,INFORCE,20130331,
A08777,67,179999.71,,M,,6,TYPE-A,66,2,ANNUAL,132000,INFORCE,20130331,
A08778,22,199999.54,D,M,1200000,1,TYPE-A,50,0,SEMI-ANNUAL,1399555,INFORCE,20130331,
A08779,17,247402.56,M,M,1500000,1,TYPE-A,53,3,MONTHLY,343344,INFORCE,20130331,
A08780,17,185999.04,M,M,1200000,1,TYPE-A,55,2,MONTHLY,1079488,INFORCE,20130331,
A08781,12,218001.72,S,M,480000,2,TYPE-B,30,0,MONTHLY,1354655,CANCELLED,20130331,20130827
A08782,12,200000,M,M,1800000,1,TYPE-B,37,3,ANNUAL,865011,INFORCE,20130331,
A08783,12,125000,,M,,6,TYPE-B,67,3,ANNUAL,1397644,INFORCE,20130331,
A08784,94,150099.04,,M,2400000,1,TYPE-A,48,0,ANNUAL,822133,INFORCE,20130331,
A08785,17,112782.11,M,M,600000,1,TYPE-A,39,3,ANNUAL,343344,INFORCE,20130331,
A08786,17,248397.72,M,F,319992,2,TYPE-A,52,3,MONTHLY,343344,INFORCE,20130331,
A08787,96,129998.9,,F,300000,6,TYPE-A,73,0,ANNUAL,1379355,INFORCE,20130331,
A08788,17,120639.6,,F,,6,TYPE-A,72,0,MONTHLY,343477,INFORCE,20130331,
A08789,32,290599.98,,F,349992,1,TYPE-A,50,0,ANNUAL,1406355,INFORCE,20130411,
A08790,12,100000,,F,699996,2,TYPE-B,61,2,ANNUAL,1394333,INFORCE,20130331,
A08791,12,199990,S,F,499992,2,TYPE-B,38,0,ANNUAL,1395711,INFORCE,20130331,
A08792,17,103275.15,M,M,,6,TYPE-A,67,2,ANNUAL,1396833,INFORCE,20130331,
A08793,102,107580.84,,M,750000,1,TYPE-A,38,0,MONTHLY,1370800,CANCELLED,20130417,20130901
A08794,22,125000,,M,432996,2,TYPE-B,24,3,ANNUAL,1298400,INFORCE,20130331,
A08795,22,102208.92,M,M,750000,5,TYPE-A,38,1,MONTHLY,1370800,CANCELLED,20130416,20130831
A08796,12,3500000,M,M,7500000,2,TYPE-B,60,1,ANNUAL,1251300,INFORCE,20130331,
A08797,17,178750.02,M,F,,6,TYPE-A,66,2,ANNUAL,343344,INFORCE,20130331,
A08798,17,206195.94,M,F,600000,1,TYPE-A,63,1,SEMI-ANNUAL,343344,INFORCE,20130331,
A08799,98,300001.31,,M,1399992,2,TYPE-A,34,0,ANNUAL,12844,INFORCE,20130331,
A08800,12,300000,M,M,1500000,1,TYPE-B,42,2,ANNUAL,902122,INFORCE,20130331,
A08801,88,213741.79,,F,600000,2,TYPE-A,43,0,ANNUAL,1399966,INFORCE,20130331,
A08802,74,100000.43,,M,1200000,2,TYPE-A,86,0,ANNUAL,15866,INFORCE,20130331,
A08803,63,100000.34,M,M,699996,2,TYPE-A,42,3,SEMI-ANNUAL,1389500,CANCELLED,20130331,20131028
A08804,12,200001.6,,M,600000,1,TYPE-B,62,3,MONTHLY,1401177,INFORCE,20130331,
A08805,12,100000,M,M,,6,TYPE-B,62,1,ANNUAL,1396833,INFORCE,20130331,
A08806,12,150000,,F,349992,1,TYPE-B,49,0,ANNUAL,1239533,INFORCE,20130331,
A08807,58,300000.32,M,M,2100000,1,TYPE-A,47,3,ANNUAL,190155,INFORCE,20130430,
A08808,81,150099.04,M,F,900000,2,TYPE-A,22,3,ANNUAL,1401599,INFORCE,20130331,
A08809,17,120273.87,M,M,499992,1,TYPE-A,56,3,ANNUAL,1397911,INFORCE,20130331,
A08810,32,199999.69,M,M,960000,1,TYPE-A,53,3,ANNUAL,1359799,INFORCE,20130331,
A08811,17,125449.32,M,M,999996,1,TYPE-A,51,2,MONTHLY,343388,INFORCE,20130331,
A08812,32,300000.36,M,F,600000,2,TYPE-A,53,2,ANNUAL,1359799,INFORCE,20130331,
A08813,12,300000,M,M,699996,1,TYPE-B,25,1,ANNUAL,1269899,INFORCE,20130331,
A08814,12,200000,S,F,319992,1,TYPE-B,24,0,ANNUAL,1269899,INFORCE,20130331,
A08815,17,167555.06,M,M,799992,1,TYPE-A,27,2,ANNUAL,343344,INFORCE,20130331,
A08816,17,206240.86,M,M,274992,1,TYPE-A,39,3,SEMI-ANNUAL,343344,INFORCE,20130331,
A08817,22,300000.19,,M,399996,2,TYPE-A,30,0,ANNUAL,1379988,INFORCE,20130422,
A08818,12,120000.96,M,M,199992,1,TYPE-B,35,1,MONTHLY,1217188,INFORCE,20130331,
A08819,32,100013.23,S,M,600000,2,TYPE-A,25,0,ANNUAL,1403066,INFORCE,20130331,
A08820,12,120000.96,M,F,249996,1,TYPE-B,42,3,MONTHLY,1333933,INFORCE,20130331,
A08821,12,360002.88,,M,999996,1,TYPE-B,57,2,MONTHLY,1271177,INFORCE,20130331,
A08822,73,225000.34,,F,600000,1,TYPE-A,61,2,ANNUAL,1132866,INFORCE,20130331,
A08823,32,1200000.16,M,M,42000000,2,TYPE-A,57,2,SEMI-ANNUAL,1332077,INFORCE,20130331,
A08824,27,104005.65,M,F,349992,2,TYPE-A,44,3,ANNUAL,1394400,INFORCE,20130331,
A08825,22,100000,,M,401136,1,TYPE-B,55,0,ANNUAL,1398644,INFORCE,20130331,
A08826,97,102196.2,,M,752100,2,TYPE-A,43,0,ANNUAL,360233,INFORCE,20130331,
A08827,12,198997.56,M,M,450000,1,TYPE-B,42,1,MONTHLY,66077,INFORCE,20130430,
A08828,12,200000,M,M,819996,1,TYPE-B,68,2,ANNUAL,1295344,INFORCE,20130423,
A08829,12,200000,,M,291996,2,TYPE-B,65,0,ANNUAL,1128477,INFORCE,20130410,
A08830,12,200000,S,M,799992,2,TYPE-B,30,0,ANNUAL,1128477,INFORCE,20130331,
A08831,12,150000,M,M,499992,1,TYPE-B,40,3,ANNUAL,1245266,INFORCE,20130331,
A08832,17,100008.03,,M,,6,TYPE-A,66,0,ANNUAL,1135788,INFORCE,20130508,
A08833,32,250000.26,,M,1020000,2,TYPE-A,69,0,ANNUAL,1359799,INFORCE,20130331,
A08834,27,123800.47,M,M,360000,1,TYPE-A,29,3,ANNUAL,1383522,INFORCE,20130416,
A08835,17,174695.88,M,F,459996,2,TYPE-A,57,2,MONTHLY,347911,INFORCE,20130410,
A08836,17,180000.12,M,M,600000,2,TYPE-A,60,1,MONTHLY,347911,INFORCE,20130412,
A08837,22,101071.56,,M,399996,2,TYPE-A,30,0,ANNUAL,489388,INFORCE,20130410,
A08838,32,128973.84,M,M,699996,2,TYPE-A,43,3,MONTHLY,1376000,CANCELLED,20130410,20130725
A08839,85,206104.74,,M,2499996,2,TYPE-A,47,0,ANNUAL,1226600,INFORCE,20130415,
A08840,81,200000.4,,M,999996,1,TYPE-A,54,0,ANNUAL,132000,INFORCE,20130412,
A08841,99,250528.92,,F,600000,2,TYPE-A,27,0,MONTHLY,1376000,CANCELLED,20130425,20130809
A08842,17,138114.48,M,F,600000,1,TYPE-A,56,3,MONTHLY,1079488,INFORCE,20130410,
A08843,32,150002.06,M,M,750000,2,TYPE-A,42,3,ANNUAL,620655,INFORCE,20130426,
A08844,17,119997.84,M,F,499992,1,TYPE-A,46,1,MONTHLY,343466,INFORCE,20130412,
A08845,17,111330,M,M,499992,1,TYPE-A,30,2,MONTHLY,348144,INFORCE,20130412,
A08846,32,162698.28,M,M,450000,2,TYPE-A,39,3,MONTHLY,1395555,CANCELLED,20130423,20130807
A08847,17,122188.75,M,F,,4,TYPE-A,56,3,ANNUAL,201333,INFORCE,20130430,
A08848,12,180000,,M,291996,2,TYPE-B,65,0,ANNUAL,1128477,INFORCE,20130416,
A08849,17,170766.05,S,F,499992,1,TYPE-A,55,0,ANNUAL,343344,INFORCE,20130415,
A08850,17,119086.27,S,F,300000,1,TYPE-A,59,0,ANNUAL,343344,INFORCE,20130415,
A08851,27,251160,M,F,600000,1,TYPE-A,53,3,MONTHLY,343344,INFORCE,20130415,
A08852,17,103375.64,M,F,450000,1,TYPE-A,48,2,SEMI-ANNUAL,343344,INFORCE,20130415,
A08853,17,103091.78,S,M,300000,2,TYPE-A,48,0,SEMI-ANNUAL,343344,CANCELLED,20130415,20131114
A08854,17,123708,M,M,,6,TYPE-A,62,1,MONTHLY,1097722,INFORCE,20130412,
A08855,17,111703.38,,M,600000,1,TYPE-A,56,0,ANNUAL,348099,INFORCE,20130412,
A08856,17,243692.04,,M,289992,2,TYPE-A,59,0,MONTHLY,348355,INFORCE,20130412,
A08857,17,195837.72,M,F,,4,TYPE-A,61,1,MONTHLY,1079488,INFORCE,20130415,
A08858,17,182706.96,M,M,900000,1,TYPE-A,38,1,MONTHLY,343344,INFORCE,20130415,
A08859,17,180004.32,M,F,499992,2,TYPE-A,34,3,MONTHLY,348144,INFORCE,20130412,
A08860,17,199998.92,,M,699996,2,TYPE-A,73,0,SEMI-ANNUAL,348000,CANCELLED,20130412,20131112
A08861,17,112782.11,M,F,999996,1,TYPE-A,42,3,ANNUAL,348355,INFORCE,20130417,
A08862,17,100996.2,,M,,6,TYPE-A,63,1,ANNUAL,343466,INFORCE,20130412,
A08863,27,121953.96,M,M,699996,1,TYPE-A,42,3,MONTHLY,343377,INFORCE,20130412,
A08864,17,118492.47,M,F,240000,2,TYPE-A,58,1,ANNUAL,348211,INFORCE,20130430,
A08865,17,122397.96,M,M,499992,1,TYPE-A,50,3,MONTHLY,343377,INFORCE,20130412,
A08866,17,212238.84,M,M,720000,1,TYPE-A,66,2,MONTHLY,343388,INFORCE,20130416,
A08867,74,195006.8,,M,1200000,2,TYPE-A,86,0,ANNUAL,15866,INFORCE,20130430,
A08868,17,121804.68,M,M,300000,1,TYPE-A,40,1,MONTHLY,1079488,INFORCE,20130412,
A08869,69,299999.95,,M,600000,2,TYPE-A,62,3,ANNUAL,1401755,INFORCE,20130430,
A08870,17,169974.79,M,F,349992,1,TYPE-A,45,2,ANNUAL,343344,INFORCE,20130415,
A08871,17,130563.6,M,M,600000,1,TYPE-A,61,2,MONTHLY,343344,INFORCE,20130415,
A08872,65,103204.92,M,M,1999992,2,TYPE-A,40,3,MONTHLY,347966,INFORCE,20130415,
A08873,32,149998.87,,M,,6,TYPE-A,75,0,ANNUAL,1402299,INFORCE,20130422,
A08874,17,122381.88,M,F,300000,2,TYPE-A,45,1,MONTHLY,343377,INFORCE,20130415,
A08875,17,119995.44,M,M,249996,2,TYPE-A,41,3,MONTHLY,347977,INFORCE,20130415,
A08876,17,113870.74,M,M,600000,1,TYPE-A,45,2,ANNUAL,343344,INFORCE,20130415,
A08877,12,150000,M,M,499992,1,TYPE-B,40,1,ANNUAL,1245266,INFORCE,20130415,
A08878,17,123708.12,S,M,300000,1,TYPE-A,24,0,SEMI-ANNUAL,343344,INFORCE,20130422,
A08879,17,121195.32,,F,279996,1,TYPE-A,60,2,MONTHLY,343344,INFORCE,20130422,
A08880,17,129491.64,M,F,,6,TYPE-A,66,2,MONTHLY,343344,INFORCE,20130416,
A08881,17,1111947.68,,M,2899992,1,TYPE-A,55,0,QUARTERLY,343344,INFORCE,20130425,
A08882,17,175076.74,M,M,799992,1,TYPE-A,43,2,SEMI-ANNUAL,343344,INFORCE,20130416,
A08883,17,1196392.6,S,M,1999992,1,TYPE-A,40,0,SEMI-ANNUAL,343344,INFORCE,20130416,
A08884,17,186298.32,M,F,1200000,1,TYPE-A,52,3,MONTHLY,343344,INFORCE,20130416,
A08885,17,623940.96,M,M,999996,2,TYPE-A,45,1,MONTHLY,343344,INFORCE,20130416,
A08886,17,412359.52,M,M,999996,1,TYPE-A,56,3,QUARTERLY,343344,INFORCE,20130422,
A08887,12,120000,,M,291996,2,TYPE-B,65,0,ANNUAL,1128477,INFORCE,20130417,
A08888,17,120000.24,M,M,600000,1,TYPE-A,55,1,MONTHLY,348177,CANCELLED,20130422,20130601
A08889,17,210289.08,M,M,799992,1,TYPE-A,30,3,MONTHLY,343355,INFORCE,20130508,
A08890,22,515553.15,,M,1500000,1,TYPE-A,46,0,ANNUAL,1214344,INFORCE,20130422,
A08891,17,159998.08,M,M,799992,2,TYPE-A,58,3,QUARTERLY,348144,INFORCE,20130417,
A08892,17,127977.6,M,M,1500000,1,TYPE-A,54,3,MONTHLY,343477,INFORCE,20130418,
A08893,12,199424,M,M,3999996,2,TYPE-B,51,3,ANNUAL,1189422,INFORCE,20130425,
A08894,17,119999.18,M,M,669996,1,TYPE-A,59,2,ANNUAL,383677,INFORCE,20130429,
A08895,17,111703.38,S,M,399996,1,TYPE-A,24,0,ANNUAL,343344,INFORCE,20130418,
A08896,52,100000.35,,M,6000000,1,TYPE-A,55,3,ANNUAL,1347855,INFORCE,20130426,
A08897,17,101363.28,M,M,499992,1,TYPE-A,56,1,MONTHLY,348355,INFORCE,20130422,
A08898,17,123697.38,M,F,249996,1,TYPE-A,53,3,ANNUAL,343344,INFORCE,20130422,
A08899,17,119999.28,M,M,600000,1,TYPE-A,64,3,MONTHLY,347866,INFORCE,20130425,
A08900,27,309268.56,M,M,1200000,1,TYPE-A,56,2,MONTHLY,1097833,INFORCE,20130426,
A08901,17,203973.8,M,M,799992,1,TYPE-A,43,1,QUARTERLY,608188,INFORCE,20130425,
A08902,17,120000.84,M,F,300000,2,TYPE-A,53,2,MONTHLY,348100,INFORCE,20130422,
A08903,17,111703.38,,M,600000,2,TYPE-A,45,0,ANNUAL,599099,INFORCE,20130423,
A08904,64,103204.92,M,M,1999992,2,TYPE-A,40,1,QUARTERLY,347966,INFORCE,20130425,
A08905,17,123693.6,M,M,999996,1,TYPE-A,45,1,MONTHLY,343466,INFORCE,20130423,
A08906,17,101999.4,M,M,450000,1,TYPE-A,52,3,MONTHLY,343477,INFORCE,20130524,
A08907,17,120446.04,M,M,999996,1,TYPE-A,60,1,MONTHLY,348100,INFORCE,20130425,
A08908,27,157299.48,S,M,600000,1,TYPE-A,30,0,MONTHLY,343344,INFORCE,20130423,
A08909,17,140272.5,M,F,750000,1,TYPE-A,36,2,ANNUAL,343344,INFORCE,20130423,
A08910,22,100000,,M,401136,1,TYPE-B,55,0,ANNUAL,1398644,INFORCE,20130429,
A08911,17,247415.16,M,M,999996,2,TYPE-A,54,3,MONTHLY,348355,INFORCE,20130425,
A08912,72,102442.6,M,M,649992,1,TYPE-A,30,2,SEMI-ANNUAL,1322722,CANCELLED,20130425,20131124
