name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Chicago,2016-08-10,31.8,23.2,27.8,33.4,23.2,28.7,18.8,58.9,0,0,0,,0,0,,18.5,94.7,1016.7,38.2,16,277.7,23.9,8,,2016-08-10T05:53:56,2016-08-10T19:56:55,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-11,34,24.3,29,38.3,24.3,31.3,21.4,64.4,0,0,0,,0,0,53.5,36.1,212.1,1013,58.5,15.8,280,24.1,9,,2016-08-11T05:54:58,2016-08-11T19:55:34,0.28,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-12,28.9,23.7,26.2,32.8,23.7,27.3,22.9,82.4,37.34,100,54.17,rain,0,0,31.7,17.7,226.8,1009.2,96.2,13.9,132.2,11.3,4,,2016-08-12T05:56:00,2016-08-12T19:54:11,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-13,28.8,23.7,26.1,30.8,23.7,26.8,21.2,76,6.33,100,12.5,rain,0,0,44.4,27.3,278.3,1008.6,86.5,13.7,269.6,23.3,9,,2016-08-13T05:57:02,2016-08-13T19:52:47,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-14,29.6,20.4,25.4,30,20.4,25.7,17.8,64.4,0,0,0,,0,0,29.5,16.1,246.8,1015.5,58.7,16,199,17.3,7,,2016-08-14T05:58:04,2016-08-14T19:51:21,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-15,25.7,21.6,23.4,25.7,21.6,23.4,19.7,80.1,3,100,16.67,rain,0,0,35.3,23.3,94.8,1016.6,88.4,15.3,110.3,9.6,3,,2016-08-15T05:59:06,2016-08-15T19:49:55,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-16,29.3,22.2,25.4,30.1,22.2,25.8,19.5,71.6,1.85,100,25,rain,0,0,,16.5,10.9,1015.5,67.4,15,266.1,23,9,,2016-08-16T06:00:09,2016-08-16T19:48:28,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-17,30.6,21.5,25.9,31.7,21.5,26.4,18.8,66.1,0.3,100,4.17,rain,0,0,31.7,20.5,244.9,1017.2,52.4,16,254.7,22.1,8,,2016-08-17T06:01:11,2016-08-17T19:46:59,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-18,29.7,22,25.7,32.7,22,26.6,20.8,75.1,32.87,100,12.5,rain,0,0,35.3,20,207,1015.4,72.2,15.1,256.8,22.1,8,,2016-08-18T06:02:13,2016-08-18T19:45:30,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-19,29.1,21.2,24.6,29.8,21.2,25,18.8,70.8,0.77,100,12.5,rain,0,0,58.4,22.7,206.5,1011.8,74.2,15.9,132.8,11.4,5,,2016-08-19T06:03:15,2016-08-19T19:44:00,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-20,26.7,20,23.3,26.7,20,23.3,19.2,78.1,21.03,100,20.83,rain,0,0,52,31.5,224.7,1004.7,71.3,15.5,127.2,10.9,6,,2016-08-20T06:04:17,2016-08-20T19:42:28,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-21,24.1,15.7,19.8,24.1,15.7,19.8,12,62.6,0,0,0,,0,0,40.1,25.6,289.7,1012.2,46.2,16,297.6,25.8,9,,2016-08-21T06:05:20,2016-08-21T19:40:56,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-22,25.8,14.8,20.8,25.8,14.8,20.8,11.6,57.5,0,0,0,,0,0,27.7,17.1,215.8,1020.4,12.4,16,302.3,26.3,9,,2016-08-22T06:06:22,2016-08-22T19:39:23,0.61,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-23,27.5,17.5,23,27.7,17.5,23.1,15,61.6,0,0,0,,0,0,41,26.7,183.1,1020.8,51.7,16,263.6,22.7,9,,2016-08-23T06:07:24,2016-08-23T19:37:49,0.66,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-24,29,22,25,31.7,22,25.6,20.2,75.3,6.45,100,16.67,rain,0,0,50.3,26.7,205,1014.5,89.7,15.1,188.1,16.3,6,,2016-08-24T06:08:26,2016-08-24T19:36:14,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-25,29,22.1,24.8,29.9,22.1,25,19.8,74.9,1.96,100,16.67,rain,0,0,,17.5,271.5,1015.3,88.6,15.9,179.8,15.7,6,,2016-08-25T06:09:28,2016-08-25T19:34:39,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-26,26.2,19.8,22.9,26.2,19.8,22.9,16.6,68.2,0.1,100,4.17,rain,0,0,,16.4,47.4,1019.6,78.5,15.9,190.7,16.6,7,,2016-08-26T06:10:30,2016-08-26T19:33:03,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-27,29.2,20.8,24.5,31.7,20.8,25.1,20.4,79.1,22.77,100,37.5,rain,0,0,27.7,19.8,163.8,1017.1,90.1,13.5,94,8.2,3,,2016-08-27T06:11:32,2016-08-27T19:31:26,0.88,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-28,28,23.2,25,29.7,23.2,25.4,20.7,77.7,0.43,100,8.33,rain,0,0,,16.5,66.5,1020.7,70.1,15.7,112.1,9.4,4,,2016-08-28T06:12:34,2016-08-28T19:29:48,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-29,30.9,22.2,25.4,33.2,22.2,25.9,20.9,76.8,2.79,100,20.83,rain,0,0,,16.4,61.4,1022,69.5,15.3,176.9,15.2,5,,2016-08-29T06:13:36,2016-08-29T19:28:10,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-30,28.8,23.2,25.3,30.8,23.2,25.8,21,78.2,4.41,100,20.83,rain,0,0,27.7,20.3,292.6,1018.6,81.5,12.8,79.9,6.9,3,,2016-08-30T06:14:38,2016-08-30T19:26:31,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-08-31,24.7,20.4,22.7,24.7,20.4,22.7,15.8,65.9,0,0,0,,0,0,50,29.3,9,1017.2,67.8,16,222.1,19,8,,2016-08-31T06:15:40,2016-08-31T19:24:52,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-01,22.7,18.1,20.4,22.7,18.1,20.4,14,67,0,0,0,,0,0,46.8,30.4,11.3,1020.9,65.9,16,268,23,8,,2016-09-01T06:16:42,2016-09-01T19:23:12,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-02,23.2,17.3,20.7,23.2,17.3,20.7,13,62.3,0,0,0,,0,0,31.7,21.9,52.3,1023.4,28.4,16,282.7,24.4,9,,2016-09-02T06:17:44,2016-09-02T19:21:31,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-03,24.2,15.6,20.7,24.2,15.6,20.7,13.2,63.2,0,0,0,,0,0,25.9,18.5,83.8,1022.1,21.5,16,281,24.2,9,,2016-09-03T06:18:46,2016-09-03T19:19:50,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-04,27,16.9,22,27,16.9,22,14,62.2,0,0,0,,0,0,31.7,19.1,148.3,1020.8,47.9,16,225.5,19.5,8,,2016-09-04T06:19:47,2016-09-04T19:18:09,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-05,31.3,19.7,25.6,33.6,19.7,26.8,18.3,64.9,0,0,0,,0,0,42.3,29.5,190.6,1017.9,46.1,16,237.4,20.5,8,,2016-09-05T06:20:49,2016-09-05T19:16:27,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-06,33.2,24.4,28.9,37.4,24.4,31.3,22.2,68.3,0,0,0,,0,0,40.7,26.5,206,1016.1,39.4,16,240.6,20.8,8,,2016-09-06T06:21:51,2016-09-06T19:14:45,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-07,33.3,25.7,28.5,36.7,25.7,30.4,22,69,2.54,100,16.67,rain,0,0,45.7,27.4,214.7,1013.7,66.1,15.9,207.2,17.9,7,,2016-09-07T06:22:53,2016-09-07T19:13:02,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-08,27.6,22.1,24.7,29.6,22.1,25,21.1,81.4,5.16,100,37.5,rain,0,0,42.5,23.6,238.8,1010.9,85.9,15.3,96.5,8,5,,2016-09-08T06:23:55,2016-09-08T19:11:19,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-09,26.8,20,23.2,28.4,20,23.2,18.4,74.9,0.23,100,8.33,rain,0,0,,16.3,176.7,1012.6,77.6,16,117.7,10.1,5,,2016-09-09T06:24:56,2016-09-09T19:09:36,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-10,22.9,17.9,20.5,22.9,17.9,20.5,14.9,71.6,0.87,100,20.83,rain,0,0,53.6,30,285.3,1011.8,78,15.6,167.8,14.5,7,,2016-09-10T06:25:58,2016-09-10T19:07:52,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-11,24.1,12.9,19.1,24.1,12.9,19.1,10.2,59.3,0,0,0,,0,0,,15.2,217.5,1020.8,18.7,16,262.8,22.5,8,,2016-09-11T06:27:00,2016-09-11T19:06:08,0.35,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-12,26.7,15,21.1,26.6,15,21.1,11.5,55.9,0,0,0,,0,0,40.1,23.4,179,1018.4,13.5,16,259.4,22.4,8,,2016-09-12T06:28:02,2016-09-12T19:04:24,0.39,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-13,29.3,18.5,23.3,29.7,18.5,23.5,15.6,62.7,0.04,100,4.17,rain,0,0,33.2,23.6,244.8,1016.9,71.6,16,171.3,14.8,6,,2016-09-13T06:29:04,2016-09-13T19:02:40,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-14,23.1,18.8,20.9,23.1,18.8,20.9,14.1,66.4,0.92,100,16.67,rain,0,0,,21.5,43.8,1022.4,81.9,15.8,220.7,19,8,,2016-09-14T06:30:06,2016-09-14T19:00:55,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-15,25.3,16.9,21.2,25.3,16.9,21.2,14.3,65.8,0,0,0,,0,0,38.9,22.6,102.3,1021.9,49.9,16,192.5,16.6,7,,2016-09-15T06:31:08,2016-09-15T18:59:10,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-16,28.1,18.8,23.6,29.5,18.8,23.9,16.5,64.8,0,0,0,,0,0,46.3,31,181.6,1014.6,81.1,16,117,10.2,4,,2016-09-16T06:32:10,2016-09-16T18:57:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-17,28,19.9,23.2,27.5,19.9,23.2,15.8,66.6,1.49,100,16.67,rain,0,0,38.1,27.5,243.3,1012.2,69.2,15.5,222.3,19.1,8,,2016-09-17T06:33:12,2016-09-17T18:55:41,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-18,27.3,16.4,21.5,26.8,16.4,21.5,13.1,61.1,0,0,0,,0,0,,11.1,306.1,1014.2,37.1,16,234.7,20.2,8,,2016-09-18T06:34:14,2016-09-18T18:53:56,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-19,31.3,16.7,24,29.7,16.7,23.6,11.8,50.5,0,0,0,,0,0,38.7,25.8,201.8,1015.5,27,16,242,21,8,,2016-09-19T06:35:16,2016-09-19T18:52:11,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-20,27.9,21,24,26.9,21,23.8,13.2,55.2,0,0,0,,0,0,,22.4,65.5,1019.6,40.9,16,221.8,19,8,,2016-09-20T06:36:19,2016-09-20T18:50:26,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-21,24,19.7,21.9,24,19.7,21.9,17.3,75.3,7.84,100,37.5,rain,0,0,50,28.6,96.3,1020,72.3,15.8,125.8,10.9,4,,2016-09-21T06:37:21,2016-09-21T18:48:41,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-22,28.4,19.6,23.9,28.8,19.6,24.1,17.4,68.2,0.91,100,8.33,rain,0,0,,13.8,153.9,1016.8,88.1,15.7,154.3,13.2,5,,2016-09-22T06:38:24,2016-09-22T18:46:57,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-23,24.3,21.1,22.1,24.3,21.1,22.1,18.6,80.4,0,0,0,,0,0,38.9,20,24.9,1017.9,95.6,13.8,108.5,9.2,3,,2016-09-23T06:39:27,2016-09-23T18:45:12,0.76,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-24,23,19.5,21,23,19.5,21,16.8,77.1,0,0,0,,0,0,,19.5,69.1,1020.5,69.4,15.8,175.8,15,6,,2016-09-24T06:40:30,2016-09-24T18:43:27,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-25,29.4,18,23.3,30.7,18,23.7,16.9,67.8,1,100,12.5,rain,0,0,47.9,31.6,173.8,1015.8,56.9,16,206.6,17.9,7,,2016-09-25T06:41:33,2016-09-25T18:41:43,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-26,21.3,15.2,18.2,21.3,15.2,18.2,5.2,45.9,0.37,100,8.33,rain,0,0,55.6,34.9,267.8,1014,44.4,16,226.2,19.5,8,,2016-09-26T06:42:36,2016-09-26T18:39:59,0.91,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-27,21.2,11.9,16.5,21.2,11.9,16.5,2.1,40.5,0,0,0,,0,0,54.4,39.8,258.4,1009.2,39.1,16,234.5,20.3,8,,2016-09-27T06:43:40,2016-09-27T18:38:15,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-28,15,10.9,13.3,15,10.9,13.3,9.1,76.3,11.02,100,50,rain,0,0,50.1,24.2,355,1012.6,96.3,14.7,103.4,8.8,5,,2016-09-28T06:44:44,2016-09-28T18:36:31,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-29,18.5,15.5,17.3,18.5,15.5,17.3,13.8,79.5,9.62,100,41.67,rain,0,0,50,32.9,28.3,1020.7,98.1,14.7,143.3,12.3,6,,2016-09-29T06:45:47,2016-09-29T18:34:47,0.99,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-09-30,18.6,16,17.2,18.6,16,17.2,14.6,84.5,5.31,100,54.17,rain,0,0,40.7,25.9,42.8,1019.5,100,13.6,115.7,9.9,5,,2016-09-30T06:46:52,2016-09-30T18:33:04,1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-01,17.6,14.9,16.2,17.6,14.9,16.2,14.2,88.2,30.1,100,45.83,rain,0,0,,17.1,6,1015.8,94.4,13.5,161.4,14,6,,2016-10-01T06:47:56,2016-10-01T18:31:21,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-02,18.6,14.6,16.3,18.6,14.6,16.3,13.7,84.6,0.37,100,16.67,rain,0,0,,14.5,327.1,1017.4,96.9,13.5,175.8,15.3,6,,2016-10-02T06:49:00,2016-10-02T18:29:39,0.01,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-03,19.2,15.7,17.3,19.2,15.7,17.3,13.3,77.9,0,0,0,,0,0,,13.5,61.1,1018.6,96.9,15.8,168.7,14.5,6,,2016-10-03T06:50:05,2016-10-03T18:27:57,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-04,23.7,16,19.4,23.7,16,19.4,13.5,69.7,0,0,0,,0,0,31.7,20.3,122.2,1016.8,83.1,16,159.9,13.8,7,,2016-10-04T06:51:10,2016-10-04T18:26:15,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-05,27.5,17.8,21.7,27.4,17.8,21.7,14,62.6,0,0,0,,0,0,42.5,25.4,186.4,1013.9,46.6,16,179.8,15.6,6,,2016-10-05T06:52:16,2016-10-05T18:24:34,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-06,23.2,16,19.5,23.2,16,19.5,16.9,85,14.38,100,37.5,rain,0,0,,16.3,147.7,1017.5,77.1,13.5,59,4.9,2,,2016-10-06T06:53:21,2016-10-06T18:22:53,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-07,21.5,10.5,17.5,21.5,10.5,17.5,11.2,66.7,0,0,0,,0,0,48.6,28.4,259.7,1018,62.6,16,163.7,13.9,6,,2016-10-07T06:54:27,2016-10-07T18:21:13,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-08,18.5,6.1,12.1,18.5,5.7,11.7,3.9,58.5,0,0,0,,0,0,,17.1,316.5,1024.5,4.5,16,203.6,17.6,7,,2016-10-08T06:55:33,2016-10-08T18:19:33,0.22,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-09,17,9.7,13.6,17,9,13.6,7.3,66.6,0,0,0,,0,0,,21,77,1026.7,24.6,15.9,199.3,17.1,7,,2016-10-09T06:56:40,2016-10-09T18:17:54,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-10,21.7,9.6,15.3,21.7,8.2,15.2,7.6,61.2,0,0,0,,0,0,,13.7,132.7,1026.1,44.3,16,184,15.8,7,,2016-10-10T06:57:46,2016-10-10T18:16:16,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-11,23.5,14.5,18.7,23.5,14.5,18.7,9.4,56,0,0,0,,0,0,40.7,24.2,178.2,1020.5,67.2,16,164,14.1,6,,2016-10-11T06:58:53,2016-10-11T18:14:38,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-12,19.6,8.7,15.8,19.6,5.3,15.7,11.6,76.7,9.45,100,41.67,rain,0,0,40.7,25.6,240.8,1015.5,87.2,14.1,113.9,10,5,,2016-10-12T07:00:01,2016-10-12T18:13:01,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-13,13.7,4.5,9.4,13.7,2.7,8.3,2.2,62.7,0,0,0,,0,0,35.3,21.6,320.6,1025.5,32.4,16,196.1,16.9,7,,2016-10-13T07:01:08,2016-10-13T18:11:25,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-14,19.1,5.2,12.3,19.1,5,12,4.9,63.2,0,0,0,,0,0,35.3,21.4,165.1,1023.6,27.9,15.9,192.5,16.7,7,,2016-10-14T07:02:16,2016-10-14T18:09:49,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-15,21.5,12.4,17,21.5,12.4,17,13.4,79.4,0,0,0,,0,0,43.9,27,189.9,1015.6,83.1,14.3,136.9,12,6,,2016-10-15T07:03:25,2016-10-15T18:08:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-16,22.1,18.4,20.4,22.1,18.4,20.4,17.4,82.9,12.15,100,16.67,rain,0,0,41.2,25.1,194.7,1011.5,93.5,13.9,111.9,9.6,5,,2016-10-16T07:04:33,2016-10-16T18:06:40,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-17,28.5,20.3,23.8,29.1,20.3,23.9,17.6,69.9,0,0,0,,0,0,67.6,39.4,195.4,1002.8,76.4,16,161.9,14,6,,2016-10-17T07:05:42,2016-10-17T18:05:07,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-18,24.5,15,21.7,24.5,15,21.7,14.3,63.1,0,0,0,,0,0,62.3,35.1,237.5,1004.5,34.2,15.9,155.2,13.5,6,,2016-10-18T07:06:52,2016-10-18T18:03:35,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-19,21.3,11.4,16.3,21.3,11.4,16.3,8,59.7,0.35,100,8.33,rain,0,0,,16.9,38.1,1018,59,16,152.5,13.3,6,,2016-10-19T07:08:01,2016-10-19T18:02:04,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-20,15,9.1,12.3,15,6,12.2,7.6,73.3,0,0,0,,0,0,42.5,29,1.1,1020,95.7,16,83.1,7.2,3,,2016-10-20T07:09:11,2016-10-20T18:00:34,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-21,11.8,5.9,8.8,11.8,3.2,6.8,0.1,55.4,0,0,0,,0,0,40.7,26.5,337.8,1021.3,55.9,16,150.9,13.1,6,,2016-10-21T07:10:22,2016-10-21T17:59:05,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-22,15.5,3.9,9.4,15.5,1.5,8.7,1.3,58.1,0,0,0,,0,0,29.5,18.6,240.2,1018.5,45.1,16,163.8,14.1,6,,2016-10-22T07:11:32,2016-10-22T17:57:36,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-23,22.7,7.3,14.6,22.7,6.2,14.2,6.7,62.3,0,0,0,,0,0,49.5,34.4,255.5,1014.3,10.9,15.9,145.9,12.6,5,,2016-10-23T07:12:43,2016-10-23T17:56:09,0.79,Clear,Clear conditions throughout the day.,clear-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
Chicago,2016-10-24,13.5,7.9,10.9,13.5,5.7,10.2,4.4,65.1,0,0,0,,0,0,33.5,20.4,12.4,1026.8,29.7,16,169.7,14.6,6,,2016-10-24T07:13:54,2016-10-24T17:54:43,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,KORD,KMDW,72530094846,74466504838,KPWK"
